"tenantid","connectionno"
"od.bhubaneswar","WS/BMC/2208087"
"od.bhubaneswar","WS/BMC/2208088"
"od.bhubaneswar","WS/BMC/2208089"
"od.bhubaneswar","WS/BMC/2208090"
"od.bhubaneswar","WS/BMC/2208091"
"od.bhubaneswar","WS/BMC/2208092"
"od.puri","WS/PRI/2206278"
"od.puri","WS/PRI/2206304"
"od.choudwar","WS/CDR/2208094"
"od.bhubaneswar","WS/BMC/2208098"
"od.puri","WS/PRI/2206311"
"od.choudwar","WS/CDR/2208095"
"od.bhubaneswar","WS/BMC/2208097"
"od.choudwar","WS/CDR/2208099"
"od.choudwar","WS/CDR/2208100"
"od.puri","WS/PRI/2206312"
"od.puri","WS/PRI/2206315"
"od.choudwar","WS/CDR/2208102"
"od.puri","WS/PRI/2206317"
"od.choudwar","WS/CDR/2208105"
"od.choudwar","WS/CDR/2208107"
"od.choudwar","WS/CDR/2208109"
"od.choudwar","WS/CDR/2208112"
"od.choudwar","WS/CDR/2208114"
"od.bhubaneswar","WS/BMC/2208113"
"od.bhubaneswar","WS/BMC/2208117"
"od.choudwar","WS/CDR/2208116"
"od.choudwar","WS/CDR/2208118"
"od.choudwar","WS/CDR/2208119"
"od.choudwar","WS/CDR/2208120"
"od.choudwar","WS/CDR/2208123"
"od.choudwar","WS/CDR/2208124"
"od.choudwar","WS/CDR/2208125"
"od.choudwar","WS/CDR/2208126"
"od.jharsuguda","WS/JRS/2206374"
"od.bhawanipatna","WS/BWP/2208378"
"od.dhenkanal","WS/DKN/2208132"
"od.nilgiri","WS/NLG/2208133"
"od.puri","WS/PRI/2208134"
"od.nilgiri","WS/NLG/2208135"
"od.puri","WS/PRI/2208138"
"od.nilgiri","WS/NLG/2208136"
"od.bhawanipatna","WS/BWP/2208354"
"od.bhubaneswar","WS/BMC/2206604"
"od.nilgiri","WS/NLG/2208139"
"od.puri","WS/PRI/2206454"
"od.puri","WS/PRI/2208153"
"od.nilgiri","WS/NLG/2208141"
"od.bhubaneswar","WS/BMC/2208148"
"od.nilgiri","WS/NLG/2208144"
"od.nilgiri","WS/NLG/2208145"
"od.puri","WS/PRI/2206459"
