"ulb","applicationno","applicationstatus","connectionno","createddate","lastmodifieddate","applicationtype"
"Jharsuguda","WS_AP/JRS/2021-22/2172192","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172190","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172189","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172188","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172187","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172186","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172185","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172183","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172203","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-11","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171932","CONNECTION_ACTIVATED","WS/ASK/2170723","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171931","CONNECTION_ACTIVATED","WS/ASK/2170722","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171929","CONNECTION_ACTIVATED","WS/ASK/2170721","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171928","CONNECTION_ACTIVATED","WS/ASK/2170720","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171922","CONNECTION_ACTIVATED","WS/ASK/2170719","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171920","CONNECTION_ACTIVATED","WS/ASK/2170718","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171917","CONNECTION_ACTIVATED","WS/ASK/2170717","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171916","CONNECTION_ACTIVATED","WS/ASK/2170716","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171915","CONNECTION_ACTIVATED","WS/ASK/2170715","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171913","CONNECTION_ACTIVATED","WS/ASK/2170714","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171912","CONNECTION_ACTIVATED","WS/ASK/2170713","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171911","CONNECTION_ACTIVATED","WS/ASK/2170712","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171910","CONNECTION_ACTIVATED","WS/ASK/2170711","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171909","CONNECTION_ACTIVATED","WS/ASK/2170710","2022-01-08","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171880","CONNECTION_ACTIVATED","WS/ASK/2170709","2022-01-08","2022-01-11","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2172191","INITIATED",NULL,"2022-01-11","2022-01-11","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172184","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-11","2022-01-11","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172178","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-11","2022-01-11","New Connection"
"Athagarh","WS_AP/ATH/2021-22/2172168","CONNECTION_ACTIVATED","WS/ATH/2170708","2022-01-11","2022-01-11","New Connection"
"Buguda","WS_AP/BGD/2021-22/2170218","PENDING_FOR_FIELD_INSPECTION",NULL,"2021-12-15","2022-01-11","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170811","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-21","2022-01-12","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172306","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170421","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-17","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172305","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170422","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-17","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172304","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172303","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170424","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-17","2022-01-12","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170425","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-17","2022-01-12","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170426","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-17","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172302","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170427","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-17","2022-01-12","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170428","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-17","2022-01-12","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170613","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-20","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171747","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171745","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171743","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171742","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171741","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171740","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171739","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171738","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171737","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171736","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171621","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171620","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171618","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171617","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171616","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171615","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171613","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171612","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172077","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171610","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171609","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172092","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171607","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172096","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171583","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172099","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171580","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172102","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171578","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171576","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172107","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172111","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171573","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171570","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172112","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171568","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171566","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172118","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171562","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172144","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172143","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172141","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172138","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172139","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-11","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172132","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172133","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-11","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172126","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172127","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-11","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172122","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172120","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171550","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171548","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171547","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171545","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171542","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171541","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171540","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171537","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171535","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171533","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171457","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171448","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171436","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171435","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171434","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171431","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172116","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171427","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171425","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171423","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171421","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171418","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2172105","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171414","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171411","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2172100","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171409","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171403","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2172093","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171401","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172113","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171391","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2172089","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171390","PENDING_FOR_PAYMENT",NULL,"2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171284","PENDING_FOR_PAYMENT",NULL,"2021-12-29","2022-01-11","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2172085","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171256","PENDING_FOR_PAYMENT",NULL,"2021-12-29","2022-01-11","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2172081","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171268","CONNECTION_ACTIVATED","WS/RRK/2170705","2021-12-29","2022-01-11","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2172075","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2172070","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Deogarh","WS_AP/DBG/2021-22/2172050","CONNECTION_ACTIVATED","WS/DBG/2170704","2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171261","CONNECTION_ACTIVATED","WS/RRK/2170703","2021-12-29","2022-01-11","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2172065","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171270","CONNECTION_ACTIVATED","WS/RRK/2170702","2021-12-29","2022-01-11","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172109","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171206","CONNECTION_ACTIVATED","WS/RRK/2170701","2021-12-29","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171274","CONNECTION_ACTIVATED","WS/RRK/2170700","2021-12-29","2022-01-11","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172182","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172263","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172181","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172180","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172179","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Buguda","WS_AP/BGD/2021-22/2172264","INITIATED",NULL,"2022-01-12","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172177","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172176","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172175","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172173","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172171","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172170","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172167","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172165","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172164","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172163","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172161","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172160","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172261","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172159","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172137","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172259","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172256","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172135","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172131","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172130","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172128","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172124","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172119","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172117","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172252","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172115","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172114","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172110","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172106","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172103","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172249","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172101","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172098","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172097","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172094","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172090","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172088","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172082","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172078","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172076","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172071","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172067","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172058","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172055","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Rayagada","WS_AP/RYG/2021-22/2172240","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172053","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172248","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172051","PENDING_FOR_PAYMENT",NULL,"2022-01-11","2022-01-12","New Connection"
