"ulb","applicationno","applicationstatus","connectionno","createddate","lastmodifieddate","applicationtype"
"Jharsuguda","WS_AP/JRS/2021-22/2171868","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171867","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171866","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171865","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171864","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171863","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171862","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171861","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171860","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171858","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171857","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171856","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171854","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171853","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171852","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171851","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171850","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171848","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171847","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171845","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171844","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171842","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171841","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171840","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171839","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171829","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171826","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171824","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171821","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171818","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171814","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171812","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171811","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171808","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171807","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171798","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171796","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171791","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171787","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171775","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171773","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171768","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171765","PENDING_FOR_PAYMENT",NULL,"2022-01-07","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171731","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171730","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172238","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-12","2022-01-12","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171560","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172086","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171557","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171554","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172080","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172072","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172157","CONNECTION_ACTIVATED","WS/RRK/2170707","2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172064","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172145","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172147","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172148","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172150","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172152","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172154","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172155","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172060","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172158","CONNECTION_ACTIVATED","WS/RRK/2170706","2022-01-11","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172156","INITIATED",NULL,"2022-01-11","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172153","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172149","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172146","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171727","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171724","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171723","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171722","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171719","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171717","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171715","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171714","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171712","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171711","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171709","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171697","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171696","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171695","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171694","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171691","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171688","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171686","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171684","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171682","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171680","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171679","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171668","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171667","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171663","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171658","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171657","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171654","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171653","PENDING_FOR_PAYMENT",NULL,"2022-01-06","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171623","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2171622","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-10","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172033","INITIATED",NULL,"2022-01-10","2022-01-10","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170500","CONNECTION_ACTIVATED","WS/PRS/2170675","2021-12-18","2022-01-10","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170777","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2022-01-10","New Connection"
"Kodala","WS_AP/KDL/2021-22/2170587","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2021-12-20","2022-01-04","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172019","INITIATED",NULL,"2022-01-10","2022-01-10","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2172017","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-10","2022-01-10","New Connection"
"Bellaguntha","WS_AP/BLT/2021-22/2172016","INITIATED",NULL,"2022-01-10","2022-01-10","New Connection"
"Banki","WS_AP/BAN/2021-22/2171960","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-09","2022-01-09","New Connection"
"Banki","WS_AP/BAN/2021-22/2171959","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-09","2022-01-09","New Connection"
"Banki","WS_AP/BAN/2021-22/2171958","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-09","2022-01-09","New Connection"
"Banki","WS_AP/BAN/2021-22/2171957","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-09","2022-01-09","New Connection"
"Banki","WS_AP/BAN/2021-22/2171956","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-09","2022-01-09","New Connection"
"Banki","WS_AP/BAN/2021-22/2171955","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-09","2022-01-09","New Connection"
"Banki","WS_AP/BAN/2021-22/2171954","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-09","2022-01-09","New Connection"
"Banki","WS_AP/BAN/2021-22/2171953","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-09","2022-01-09","New Connection"
"Banki","WS_AP/BAN/2021-22/2171952","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-09","2022-01-09","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170489","CONNECTION_ACTIVATED","WS/PRS/2170635","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170484","CONNECTION_ACTIVATED","WS/PRS/2170634","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170481","CONNECTION_ACTIVATED","WS/PRS/2170633","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170480","CONNECTION_ACTIVATED","WS/PRS/2170632","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170479","CONNECTION_ACTIVATED","WS/PRS/2170631","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170478","CONNECTION_ACTIVATED","WS/PRS/2170630","2021-12-18","2022-01-08","New Connection"
"Banki","WS_AP/BAN/2021-22/2171940","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-08","2022-01-08","New Connection"
"Banki","WS_AP/BAN/2021-22/2171937","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-08","2022-01-08","New Connection"
"Banki","WS_AP/BAN/2021-22/2171934","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-08","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170477","CONNECTION_ACTIVATED","WS/PRS/2170629","2021-12-18","2022-01-08","New Connection"
"Banki","WS_AP/BAN/2021-22/2171930","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-08","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170476","CONNECTION_ACTIVATED","WS/PRS/2170628","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170474","CONNECTION_ACTIVATED","WS/PRS/2170627","2021-12-18","2022-01-08","New Connection"
"Banki","WS_AP/BAN/2021-22/2171926","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-08","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170473","CONNECTION_ACTIVATED","WS/PRS/2170626","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170472","CONNECTION_ACTIVATED","WS/PRS/2170625","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170470","CONNECTION_ACTIVATED","WS/PRS/2170624","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170469","CONNECTION_ACTIVATED","WS/PRS/2170623","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170467","CONNECTION_ACTIVATED","WS/PRS/2170622","2021-12-18","2022-01-08","New Connection"
"Banki","WS_AP/BAN/2021-22/2171918","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-08","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170461","CONNECTION_ACTIVATED","WS/PRS/2170621","2021-12-18","2022-01-08","New Connection"
"Banki","WS_AP/BAN/2021-22/2171914","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-08","2022-01-08","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171450","CONNECTION_ACTIVATED","WS/RRK/2170693","2021-12-30","2022-01-11","New Connection"
"Puri","WS_AP/PRI/2021-22/2172061","CONNECTION_ACTIVATED","WS/PRI/2170692","2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171453","CONNECTION_ACTIVATED","WS/RRK/2170691","2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171454","CONNECTION_ACTIVATED","WS/RRK/2170690","2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172040","CONNECTION_ACTIVATED","WS/RRK/2170689","2022-01-11","2022-01-11","New Connection"
"Puri","WS_AP/PRI/2021-22/2172056","REJECTED",NULL,"2022-01-11","2022-01-11","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172045","INITIATED",NULL,"2022-01-11","2022-01-11","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2172042","INITIATED",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171456","CONNECTION_ACTIVATED","WS/RRK/2170688","2021-12-30","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2172039","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-11","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171151","CONNECTION_ACTIVATED","WS/RRK/2170687","2021-12-28","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171983","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-10","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171982","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-10","2022-01-11","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171987","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-10","2022-01-11","New Connection"
"Aska","WS_AP/ASK/2021-22/2171945","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-08","2022-01-09","New Connection"
"Aska","WS_AP/ASK/2021-22/2171939","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-08","2022-01-09","New Connection"
"Aska","WS_AP/ASK/2021-22/2171938","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-08","2022-01-09","New Connection"
"Aska","WS_AP/ASK/2021-22/2171936","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-08","2022-01-09","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170493","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2021-12-18","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2170582","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2021-12-20","2022-01-04","New Connection"
"Aska","WS_AP/ASK/2021-22/2171879","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-08","2022-01-09","New Connection"
"Aska","WS_AP/ASK/2021-22/2171878","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-08","2022-01-09","New Connection"
"Banki","WS_AP/BAN/2021-22/2171892","PENDING_FOR_PAYMENT",NULL,"2022-01-08","2022-01-08","New Connection"
"Banki","WS_AP/BAN/2021-22/2171068","PENDING_FOR_PAYMENT",NULL,"2021-12-27","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170459","CONNECTION_ACTIVATED","WS/PRS/2170620","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170440","CONNECTION_ACTIVATED","WS/PRS/2170611","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170439","CONNECTION_ACTIVATED","WS/PRS/2170610","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170438","CONNECTION_ACTIVATED","WS/PRS/2170609","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170437","CONNECTION_ACTIVATED","WS/PRS/2170608","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170436","CONNECTION_ACTIVATED","WS/PRS/2170607","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170435","CONNECTION_ACTIVATED","WS/PRS/2170606","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170432","CONNECTION_ACTIVATED","WS/PRS/2170605","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170431","CONNECTION_ACTIVATED","WS/PRS/2170604","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170430","CONNECTION_ACTIVATED","WS/PRS/2170603","2021-12-18","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170370","CONNECTION_ACTIVATED","WS/PRS/2170602","2021-12-16","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170364","CONNECTION_ACTIVATED","WS/PRS/2170601","2021-12-16","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170362","CONNECTION_ACTIVATED","WS/PRS/2170600","2021-12-16","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170357","CONNECTION_ACTIVATED","WS/PRS/2170599","2021-12-16","2022-01-08","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170353","CONNECTION_ACTIVATED","WS/PRS/2170598","2021-12-16","2022-01-08","New Connection"
"Phulbani","WS_AP/PLB/2021-22/2171872","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Phulbani","WS_AP/PLB/2021-22/2171871","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Phulbani","WS_AP/PLB/2021-22/2171870","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-07","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2170754","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-20","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171036","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171012","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2022-01-07","New Connection"
"Kodala","WS_AP/KDL/2021-22/2170910","PENDING_FOR_PAYMENT",NULL,"2021-12-23","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170341","CONNECTION_ACTIVATED","WS/PRS/2170597","2021-12-16","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170335","CONNECTION_ACTIVATED","WS/PRS/2170596","2021-12-16","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170333","CONNECTION_ACTIVATED","WS/PRS/2170595","2021-12-16","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170332","CONNECTION_ACTIVATED","WS/PRS/2170594","2021-12-16","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170331","CONNECTION_ACTIVATED","WS/PRS/2170593","2021-12-16","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170330","CONNECTION_ACTIVATED","WS/PRS/2170592","2021-12-16","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171109","PENDING_FOR_FIELD_INSPECTION",NULL,"2021-12-28","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170329","CONNECTION_ACTIVATED","WS/PRS/2170591","2021-12-16","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171004","PENDING_FOR_PAYMENT",NULL,"2021-12-25","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170992","PENDING_FOR_PAYMENT",NULL,"2021-12-24","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170901","PENDING_FOR_PAYMENT",NULL,"2021-12-22","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170766","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170765","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170764","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2022-01-07","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170763","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2022-01-07","New Connection"
