root@kafka-v2-0:/# kafka-consumer-groups --bootstrap-server  kafka-v2.kafka-cluster:9092 --group egov-infra-persist  -describe

TOPIC                               PARTITION  CURRENT-OFFSET  LOG-END-OFFSET  LAG             CONSUMER-ID                                     HOST            CLIENT-ID
save-vehicle-application            2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-mr-calculation                 2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-ws-workflow                  2          1865            1865            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-demand                       2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-pt-assessment                  2          18889           18889           0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-pg-txns-dump                   2          1680            1680            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-pt-drafts                    2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-tl-calculation                 2          5042            5042            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-hrms-employee                  2          7               7               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-tl-tradelicense              2          1817            1817            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-fsm-application-1              2          147             147             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-mr-dscdetails                2          113             113             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-tl-dscdetails                2          513             513             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-ws-meter                     2          19              19              0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-sw-workflow                  2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-landinfo                     2          690             690             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
cancel-pt-property                  2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-bpa-buildingplan             2          128             128             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-ws-meter                       2          1971            1971            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-mr-workflow                  2          482             482             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-tl-billingslab               2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-wf-businessservice             2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-bpa-buildingplan               2          98              98              0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-apportion-bill-request         2          36447           36447           0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
user-events-lat                     2          948             948             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-property-registry            2          19617           19617           0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
ws-create-installments              2          527             527             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-workflow-vehicle-trip        2          118             118             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-property-registry              2          183             183             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-fn-firenoc                     2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-hrms-employee                2          35              35              0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
bulk-bill-generation-audit          2          22908           22908           0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
PDF_GEN_CREATE                      2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
cancel-pt-propertyDetail            2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-tl-billingslab                 2          1223            1223            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-property-doc-registry        2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-bill-db                        2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-upload-jobs                    2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
egf-bill-billregister-update-topic  2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-fn-workflow                  2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-mr-marriageregistration        2          213             213             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-wf-transitions                 2          37049           37049           0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-ws-connection                  2          6117            6117            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-sw-connection                  2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
egf-bill-billregister-save-topic    2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-ws-connection                2          24873           24873           0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-mr-marriageregistration      2          1189            1189            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
egf-bill-checklist-update-topic     2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-pg-txns                        2          1681            1681            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-fsm-application              2          236             236             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-tl-tradelicense                2          1025            1025            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-noc-application              2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-vehicle-trip                 2          117             117             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-vehicle-trip                   2          125             125             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
modify-tl-billingslab               2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-noc-application                2          3               3               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-fsm-billing-slab             2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-fsm-billing-slab               2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-apportion-bill-response        2          36447           36447           0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-demand                         2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-landinfo                       2          100             100             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-bpa-dscdetails               2          21              21              0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-vendor-application             2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-pgr-service                  2          54              54              0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-bpa-workflow                 2          488             488             0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-sw-connection                2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-apportion-demand-request       2          10355           10355           0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-apportion-demand-response      2          10278           10278           0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-pt-drafts                      2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
property-create-validated           2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
ws-update-installments              2          2293            2293            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-apportion-request              2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-ws-filestoreids                2          3054            3054            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-wf-businessservice           2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-tl-workflow                  2          3115            3115            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-user-events                    2          139815          139815          0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-upload-jobs                  2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-noc-workflow                 2          10              10              0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
egov.collection.migration           2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-pt-billingslab                 2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
pt-bulk-assessment-generation-audit 2          89              89              0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
save-pt-property                    2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
egf-bill-checklist-save-topic       2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-pg-txns-dump                 2          1751            1751            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-fn-firenoc                   2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-pg-txns                      2          1768            1768            0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-pt-billingslab               2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
update-plant-map-application        2          0               0               0               consumer-1-a73555f4-49b7-4a3c-b5fa-a6b48d4e3108 /10.42.5.109    consumer-1
root@kafka-v2-0:/# 
