"ulb","applicationno","applicationstatus","connectionno","createddate","lastmodifieddate","applicationtype","ward"
"Aska","WS_AP/ASK/2021-22/2173088","CONNECTION_ACTIVATED","WS/ASK/2171436","2022-01-17","2022-01-19","New Connection","05"
"Aska","WS_AP/ASK/2021-22/2173087","CONNECTION_ACTIVATED","WS/ASK/2171435","2022-01-17","2022-01-19","New Connection","05"
"Aska","WS_AP/ASK/2021-22/2173084","CONNECTION_ACTIVATED","WS/ASK/2171434","2022-01-17","2022-01-19","New Connection","05"
"Aska","WS_AP/ASK/2021-22/2173082","CONNECTION_ACTIVATED","WS/ASK/2171433","2022-01-17","2022-01-19","New Connection","05"
"Jharsuguda","WS_AP/JRS/2021-22/2172954","CONNECTION_ACTIVATED","WS/JRS/2171390","2022-01-16","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172953","CONNECTION_ACTIVATED","WS/JRS/2171389","2022-01-15","2022-01-18","New Connection","04"
"Sambalpur","WS_AP/SMB/2021-22/2173685","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2172952","CONNECTION_ACTIVATED","WS/JRS/2171388","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172951","CONNECTION_ACTIVATED","WS/JRS/2171387","2022-01-15","2022-01-18","New Connection","04"
"Sambalpur","WS_AP/SMB/2021-22/2173684","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2172950","CONNECTION_ACTIVATED","WS/JRS/2171386","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172949","CONNECTION_ACTIVATED","WS/JRS/2171385","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172947","CONNECTION_ACTIVATED","WS/JRS/2171384","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172946","CONNECTION_ACTIVATED","WS/JRS/2171383","2022-01-15","2022-01-18","New Connection","04"
"Sambalpur","WS_AP/SMB/2021-22/2173683","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2172945","CONNECTION_ACTIVATED","WS/JRS/2171382","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172944","CONNECTION_ACTIVATED","WS/JRS/2171381","2022-01-15","2022-01-18","New Connection","04"
"Sambalpur","WS_AP/SMB/2021-22/2173682","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2172943","CONNECTION_ACTIVATED","WS/JRS/2171380","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172941","CONNECTION_ACTIVATED","WS/JRS/2171379","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172942","CONNECTION_ACTIVATED","WS/JRS/2171378","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172940","CONNECTION_ACTIVATED","WS/JRS/2171377","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172939","CONNECTION_ACTIVATED","WS/JRS/2171376","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172948","CONNECTION_ACTIVATED","WS/JRS/2171375","2022-01-15","2022-01-18","New Connection","04"
"Sambalpur","WS_AP/SMB/2021-22/2173681","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2173019","CONNECTION_ACTIVATED","WS/JRS/2171374","2022-01-16","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2172911","CONNECTION_ACTIVATED","WS/JRS/2171373","2022-01-15","2022-01-18","New Connection","04"
"Sambalpur","WS_AP/SMB/2021-22/2173680","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2172909","CONNECTION_ACTIVATED","WS/JRS/2171372","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172908","CONNECTION_ACTIVATED","WS/JRS/2171371","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172907","CONNECTION_ACTIVATED","WS/JRS/2171370","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172905","CONNECTION_ACTIVATED","WS/JRS/2171369","2022-01-15","2022-01-18","New Connection","04"
"Sambalpur","WS_AP/SMB/2021-22/2173679","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2172903","CONNECTION_ACTIVATED","WS/JRS/2171368","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172902","CONNECTION_ACTIVATED","WS/JRS/2171367","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172901","CONNECTION_ACTIVATED","WS/JRS/2171366","2022-01-15","2022-01-18","New Connection","04"
"Sambalpur","WS_AP/SMB/2021-22/2173678","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2172899","CONNECTION_ACTIVATED","WS/JRS/2171365","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2171731","CONNECTION_ACTIVATED","WS/JRS/2171364","2022-01-06","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2172898","CONNECTION_ACTIVATED","WS/JRS/2171363","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172895","CONNECTION_ACTIVATED","WS/JRS/2171362","2022-01-15","2022-01-18","New Connection","04"
"Sambalpur","WS_AP/SMB/2021-22/2173677","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2172892","CONNECTION_ACTIVATED","WS/JRS/2171361","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172889","CONNECTION_ACTIVATED","WS/JRS/2171360","2022-01-15","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2173099","CONNECTION_ACTIVATED","WS/JRS/2171359","2022-01-17","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172887","CONNECTION_ACTIVATED","WS/JRS/2171358","2022-01-15","2022-01-18","New Connection","04"
"Sambalpur","WS_AP/SMB/2021-22/2173676","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2172653","CONNECTION_ACTIVATED","WS/JRS/2171357","2022-01-15","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2172651","CONNECTION_ACTIVATED","WS/JRS/2171356","2022-01-15","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2172650","CONNECTION_ACTIVATED","WS/JRS/2171355","2022-01-15","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2172649","CONNECTION_ACTIVATED","WS/JRS/2171354","2022-01-15","2022-01-18","New Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2173675","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173674","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173673","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173672","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173671","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173670","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173669","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173668","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173667","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173666","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173665","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173664","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173663","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173662","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Balangir","WS_AP/BLR/2021-22/2173644","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","16"
"Balangir","WS_AP/BLR/2021-22/2173647","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173661","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Balangir","WS_AP/BLR/2021-22/2173650","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","14"
"Balangir","WS_AP/BLR/2021-22/2173652","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","11"
"Balangir","WS_AP/BLR/2021-22/2173654","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","09"
"Balangir","WS_AP/BLR/2021-22/2173642","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173660","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Balangir","WS_AP/BLR/2021-22/2173656","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","09"
"Sambalpur","WS_AP/SMB/2021-22/2173659","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173658","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173657","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173655","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173653","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173651","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","02"
"Sambalpur","WS_AP/SMB/2021-22/2173649","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173648","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","02"
"Sambalpur","WS_AP/SMB/2021-22/2173646","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173645","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173643","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Bhubaneswar","WS_AP/BMC/2021-22/2173639","CONNECTION_ACTIVATED","WS/BMC/2171353","2022-01-18","2022-01-18","New Connection","66"
"Balangir","WS_AP/BLR/2021-22/2173621","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","10"
"Balangir","WS_AP/BLR/2021-22/2173623","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173641","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection",""
"Balangir","WS_AP/BLR/2021-22/2173626","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","19"
"Balangir","WS_AP/BLR/2021-22/2173628","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","04"
"Balangir","WS_AP/BLR/2021-22/2173630","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","02"
"Balangir","WS_AP/BLR/2021-22/2173632","PENDING_FOR_FIELD_INSPECTION",NULL,"2022-01-18","2022-01-18","New Connection","05"
"Jharsuguda","WS_AP/JRS/2021-22/2171536","CONNECTION_ACTIVATED","WS/JRS/2171541","2022-01-04","2022-01-19","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173888","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-19","2022-01-19","New Connection","15"
"Sambalpur","WS_AP/SMB/2021-22/2173752","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-19","2022-01-19","New Connection","23"
"Sambalpur","WS_AP/SMB/2021-22/2173751","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-19","2022-01-19","New Connection","23"
"Sambalpur","WS_AP/SMB/2021-22/2173750","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-19","2022-01-19","New Connection","23"
"Sambalpur","WS_AP/SMB/2021-22/2173640","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Balangir","WS_AP/BLR/2021-22/2173634","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-18","2022-01-18","New Connection","04"
"Balangir","WS_AP/BLR/2021-22/2173636","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-18","2022-01-18","New Connection","04"
"Sambalpur","WS_AP/SMB/2021-22/2173638","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2171845","CONNECTION_ACTIVATED","WS/JRS/2171352","2022-01-07","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2171848","CONNECTION_ACTIVATED","WS/JRS/2171351","2022-01-07","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2171851","CONNECTION_ACTIVATED","WS/JRS/2171350","2022-01-07","2022-01-18","New Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2173637","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2171849","CONNECTION_ACTIVATED","WS/JRS/2171349","2022-01-07","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2171852","CONNECTION_ACTIVATED","WS/JRS/2171348","2022-01-07","2022-01-18","New Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2173635","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2171863","CONNECTION_ACTIVATED","WS/JRS/2171347","2022-01-07","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2171864","CONNECTION_ACTIVATED","WS/JRS/2171346","2022-01-07","2022-01-18","New Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2173633","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2171865","CONNECTION_ACTIVATED","WS/JRS/2171345","2022-01-07","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2171866","CONNECTION_ACTIVATED","WS/JRS/2171344","2022-01-07","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2171867","CONNECTION_ACTIVATED","WS/JRS/2171343","2022-01-07","2022-01-18","New Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2173631","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2171868","CONNECTION_ACTIVATED","WS/JRS/2171342","2022-01-07","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2171869","CONNECTION_ACTIVATED","WS/JRS/2171341","2022-01-07","2022-01-18","New Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2173629","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2172167","CONNECTION_ACTIVATED","WS/JRS/2171340","2022-01-11","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2172053","CONNECTION_ACTIVATED","WS/JRS/2171339","2022-01-11","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2172067","CONNECTION_ACTIVATED","WS/JRS/2171338","2022-01-11","2022-01-18","New Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2173627","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","15"
"Jharsuguda","WS_AP/JRS/2021-22/2172058","CONNECTION_ACTIVATED","WS/JRS/2171337","2022-01-11","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2172071","CONNECTION_ACTIVATED","WS/JRS/2171336","2022-01-11","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2172076","CONNECTION_ACTIVATED","WS/JRS/2171335","2022-01-11","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2173066","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-17","2022-01-18","New Connection","04"
"Jharsuguda","WS_AP/JRS/2021-22/2172616","CONNECTION_ACTIVATED","WS/JRS/2171307","2022-01-14","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2173029","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-17","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2173027","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2172617","CONNECTION_ACTIVATED","WS/JRS/2171306","2022-01-14","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2173033","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-17","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2173028","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-17","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173598","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","22"
"Sambalpur","WS_AP/SMB/2021-22/2173599","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","33"
"Jharsuguda","WS_AP/JRS/2021-22/2172618","CONNECTION_ACTIVATED","WS/JRS/2171305","2022-01-14","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2173025","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2172638","CONNECTION_ACTIVATED","WS/JRS/2171304","2022-01-14","2022-01-18","New Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2173597","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","33"
"Aska","WS_AP/ASK/2021-22/2173079","CONNECTION_ACTIVATED","WS/ASK/2171303","2022-01-17","2022-01-18","New Connection","05"
"Jharsuguda","WS_AP/JRS/2021-22/2172621","CONNECTION_ACTIVATED","WS/JRS/2171302","2022-01-14","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2173024","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2173026","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173594","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","22"
"Jharsuguda","WS_AP/JRS/2021-22/2172620","CONNECTION_ACTIVATED","WS/JRS/2171301","2022-01-14","2022-01-18","New Connection","01"
"Choudwar","WS_AP/CDR/2021-22/2170651","REJECTED",NULL,"2021-12-20","2022-01-18","New Connection","05"
"Sambalpur","WS_AP/SMB/2021-22/2173593","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","33"
"Jharsuguda","WS_AP/JRS/2021-22/2172623","CONNECTION_ACTIVATED","WS/JRS/2171300","2022-01-14","2022-01-18","New Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2173592","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","22"
"Jharsuguda","WS_AP/JRS/2021-22/2173023","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173591","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","33"
"Jharsuguda","WS_AP/JRS/2021-22/2172622","CONNECTION_ACTIVATED","WS/JRS/2171299","2022-01-14","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2173022","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2173021","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2173020","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173590","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","33"
"Sambalpur","WS_AP/SMB/2021-22/2173589","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","22"
"Jharsuguda","WS_AP/JRS/2021-22/2172627","CONNECTION_ACTIVATED","WS/JRS/2171298","2022-01-14","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2173018","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173588","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","33"
"Jharsuguda","WS_AP/JRS/2021-22/2172624","CONNECTION_ACTIVATED","WS/JRS/2171297","2022-01-14","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2173017","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Chatrapur","WS_AP/CHH/2021-22/2173585","CONNECTION_ACTIVATED","WS/CHH/2171296","2022-01-18","2022-01-18","New Connection","11"
"Jharsuguda","WS_AP/JRS/2021-22/2172625","CONNECTION_ACTIVATED","WS/JRS/2171295","2022-01-14","2022-01-18","New Connection","01"
"Jharsuguda","WS_AP/JRS/2021-22/2173016","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2173015","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2173014","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173587","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","22"
"Sambalpur","WS_AP/SMB/2021-22/2173586","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","33"
"Jharsuguda","WS_AP/JRS/2021-22/2172995","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2172994","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2172993","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173584","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","33"
"Sambalpur","WS_AP/SMB/2021-22/2173583","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","22"
"Jharsuguda","WS_AP/JRS/2021-22/2172992","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Jharsuguda","WS_AP/JRS/2021-22/2172991","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173582","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","33"
"Jharsuguda","WS_AP/JRS/2021-22/2172989","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173581","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","22"
"Jharsuguda","WS_AP/JRS/2021-22/2172990","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-16","2022-01-18","New Connection","06"
"Sambalpur","WS_AP/SMB/2021-22/2173580","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-18","2022-01-18","New Connection","33"
