"ulb","receiptdate","receiptnumber","createdtime","amountpaid","feetype"
"Soro","2021-12-06","12/2021-22/003351","2021-12-06",110.00,"Property Tax"
"Rourkela","2021-12-06","12/2021-22/003352","2021-12-06",267.00,"Property Tax"
"Deogarh","2021-12-06","12/2021-22/003354","2021-12-06",1523.00,"Property Tax"
"Rourkela","2021-12-06","12/2021-22/003355","2021-12-06",3213.00,"Property Tax"
"Rourkela","2021-12-06","12/2021-22/003357","2021-12-06",278.00,"Property Tax"
"Deogarh","2021-12-06","12/2021-22/003358","2021-12-06",736.00,"Property Tax"
"Rourkela","2021-12-06","12/2021-22/003359","2021-12-06",414.00,"Property Tax"
"Deogarh","2021-12-06","12/2021-22/003361","2021-12-06",1114.00,"Property Tax"
"Deogarh","2021-12-06","12/2021-22/003364","2021-12-06",2847.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003366","2021-12-06",110.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003367","2021-12-06",300.00,"Property Tax"
"Pattamundai","2021-12-06","12/2021-22/003368","2021-12-06",240.00,"Property Tax"
"Deogarh","2021-12-06","12/2021-22/003369","2021-12-06",726.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003371","2021-12-06",275.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003373","2021-12-06",198.00,"Property Tax"
"Pattamundai","2021-12-06","12/2021-22/003376","2021-12-06",1580.00,"Property Tax"
"Birmitrapur","2021-12-06","12/2021-22/003377","2021-12-06",910.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003378","2021-12-06",114.00,"Property Tax"
"Rourkela","2021-12-06","12/2021-22/003379","2021-12-06",441.00,"Property Tax"
"Rourkela","2021-12-06","12/2021-22/003380","2021-12-06",320.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003382","2021-12-06",110.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003383","2021-12-06",430.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003384","2021-12-06",110.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003385","2021-12-06",440.00,"Property Tax"
"Rourkela","2021-12-06","12/2021-22/003386","2021-12-06",562.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003387","2021-12-06",317.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003388","2021-12-06",143.00,"Property Tax"
"Rourkela","2021-12-06","12/2021-22/003389","2021-12-06",550.00,"Property Tax"
"Rourkela","2021-12-06","12/2021-22/003390","2021-12-06",850.00,"Property Tax"
"Rourkela","2021-12-06","12/2021-22/003392","2021-12-06",375.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003395","2021-12-06",90.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003396","2021-12-06",210.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003397","2021-12-06",644.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003398","2021-12-06",198.00,"Property Tax"
"Birmitrapur","2021-12-06","12/2021-22/003399","2021-12-06",106.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003400","2021-12-06",111.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003401","2021-12-06",172.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003403","2021-12-06",180.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003404","2021-12-06",279.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003406","2021-12-06",621.00,"Property Tax"
"Tarbha","2021-12-06","12/2021-22/003407","2021-12-06",368.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003409","2021-12-06",432.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003410","2021-12-06",220.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003411","2021-12-06",171.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003412","2021-12-06",130.00,"Property Tax"
"Tarbha","2021-12-06","12/2021-22/003413","2021-12-06",383.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003414","2021-12-06",365.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003415","2021-12-06",10072.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003416","2021-12-06",186.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003417","2021-12-06",69.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003418","2021-12-06",108.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003419","2021-12-06",513.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003420","2021-12-06",72.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003421","2021-12-06",7566.00,"Property Tax"
"Puri","2021-12-06","12/2021-22/003422","2021-12-06",10282.00,"Property Tax"
"Tarbha","2021-12-06","12/2021-22/003423","2021-12-06",1020.00,"Property Tax"
"Sonepur","2021-12-06","12/2021-22/003425","2021-12-06",333.00,"Property Tax"
"Puri","2021-12-06","12/2021-22/003426","2021-12-06",918.00,"Property Tax"
"Birmitrapur","2021-12-06","12/2021-22/003427","2021-12-06",250.00,"Property Tax"
"Pattamundai","2021-12-06","12/2021-22/003428","2021-12-06",3120.00,"Property Tax"
"Puri","2021-12-06","12/2021-22/003429","2021-12-06",490.00,"Property Tax"
"Kuchinda","2021-12-06","12/2021-22/003434","2021-12-06",58.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003435","2021-12-06",323.00,"Property Tax"
"Kuchinda","2021-12-06","12/2021-22/003436","2021-12-06",30.00,"Property Tax"
"Kuchinda","2021-12-06","12/2021-22/003438","2021-12-06",44.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003447","2021-12-06",316.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003449","2021-12-06",224.00,"Property Tax"
"Puri","2021-12-06","12/2021-22/003450","2021-12-06",16523.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003451","2021-12-06",150.00,"Property Tax"
"Puri","2021-12-06","12/2021-22/003453","2021-12-06",3060.00,"Property Tax"
"Kuchinda","2021-12-06","12/2021-22/003454","2021-12-06",18244.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003455","2021-12-06",220.00,"Property Tax"
"Puri","2021-12-06","12/2021-22/003456","2021-12-06",3430.00,"Property Tax"
"Puri","2021-12-06","12/2021-22/003458","2021-12-06",14688.00,"Property Tax"
"Tarbha","2021-12-06","12/2021-22/003459","2021-12-06",110.00,"Property Tax"
"Rourkela","2021-12-06","12/2021-22/003460","2021-12-06",156.00,"Property Tax"
"Kashinagar","2021-12-06","12/2021-22/003461","2021-12-06",484.00,"Property Tax"
"Kuchinda","2021-12-06","12/2021-22/003465","2021-12-06",1938.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003466","2021-12-06",150.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003467","2021-12-06",150.00,"Property Tax"
"Sambalpur","2021-12-06","12/2021-22/003468","2021-12-06",2209.00,"Property Tax"
"Kashinagar","2021-12-06","12/2021-22/003469","2021-12-06",592.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003471","2021-12-06",649.00,"Property Tax"
"Kashinagar","2021-12-06","12/2021-22/003473","2021-12-06",680.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003476","2021-12-06",1128.00,"Property Tax"
"Puri","2021-12-06","12/2021-22/003477","2021-12-06",1225.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003478","2021-12-06",469.00,"Property Tax"
"Karanjia","2021-12-06","12/2021-22/003479","2021-12-06",2200.00,"Property Tax"
"Soro","2021-12-06","12/2021-22/003481","2021-12-06",301.00,"Property Tax"
"Kashinagar","2021-12-07","12/2021-22/003496","2021-12-07",808.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003497","2021-12-07",2018.00,"Property Tax"
"Khordha","2021-12-07","12/2021-22/003498","2021-12-07",1089.00,"Property Tax"
"Khordha","2021-12-07","12/2021-22/003499","2021-12-07",1228.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003500","2021-12-07",2020.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003501","2021-12-07",239.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003502","2021-12-07",490.00,"Property Tax"
"Khordha","2021-12-07","12/2021-22/003503","2021-12-07",350.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003504","2021-12-07",3960.00,"Property Tax"
"Khordha","2021-12-07","12/2021-22/003506","2021-12-07",400.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003507","2021-12-07",264.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003508","2021-12-07",980.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003509","2021-12-07",110.00,"Property Tax"
"Birmitrapur","2021-12-07","12/2021-22/003510","2021-12-07",161.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003511","2021-12-07",784.00,"Property Tax"
"Deogarh","2021-12-07","12/2021-22/003512","2021-12-07",3572.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003513","2021-12-07",1469.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003514","2021-12-07",22.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003516","2021-12-07",697.00,"Property Tax"
"Deogarh","2021-12-07","12/2021-22/003517","2021-12-07",1526.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003518","2021-12-07",256.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003519","2021-12-07",110.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003520","2021-12-07",132.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003521","2021-12-07",257.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003522","2021-12-07",1224.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003523","2021-12-07",442.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003524","2021-12-07",1195.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003525","2021-12-07",3380.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003526","2021-12-07",459.00,"Property Tax"
"Rajgangpur","2021-12-07","12/2021-22/003527","2021-12-07",1560.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003528","2021-12-07",2142.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003529","2021-12-07",539.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003530","2021-12-07",980.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003531","2021-12-07",528.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003532","2021-12-07",509.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003534","2021-12-07",26.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003535","2021-12-07",2842.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003536","2021-12-07",443.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003537","2021-12-07",52.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003538","2021-12-07",474.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003539","2021-12-07",440.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003540","2021-12-07",5018.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003541","2021-12-07",76.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003542","2021-12-07",378.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003543","2021-12-07",144.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003544","2021-12-07",955.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003545","2021-12-07",7735.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003546","2021-12-07",340.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003547","2021-12-07",372.00,"Property Tax"
"Khordha","2021-12-07","12/2021-22/003548","2021-12-07",2527.00,"Property Tax"
"Sonepur","2021-12-07","12/2021-22/003549","2021-12-07",606.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003550","2021-12-07",11.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003551","2021-12-07",10299.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003552","2021-12-07",32.00,"Property Tax"
"Bhawanipatna","2021-12-07","12/2021-22/003553","2021-12-07",3335.00,"Property Tax"
"Khordha","2021-12-07","12/2021-22/003554","2021-12-07",625.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003555","2021-12-07",2856.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003556","2021-12-07",230.00,"Property Tax"
"Bhawanipatna","2021-12-07","12/2021-22/003557","2021-12-07",2053.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003558","2021-12-07",162.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003559","2021-12-07",21.00,"Property Tax"
"Bhawanipatna","2021-12-07","12/2021-22/003560","2021-12-07",84.00,"Property Tax"
"Rajgangpur","2021-12-07","12/2021-22/003561","2021-12-07",426.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003562","2021-12-07",1224.00,"Property Tax"
"Bhawanipatna","2021-12-07","12/2021-22/003563","2021-12-07",72.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003564","2021-12-07",27.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003565","2021-12-07",520.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003567","2021-12-07",18906.00,"Property Tax"
"Kuchinda","2021-12-07","12/2021-22/003568","2021-12-07",2480.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003569","2021-12-07",53.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003570","2021-12-07",18.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003571","2021-12-07",52.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003572","2021-12-07",1225.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003573","2021-12-07",34.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003574","2021-12-07",6573.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003575","2021-12-07",764.00,"Property Tax"
"Kuchinda","2021-12-07","12/2021-22/003576","2021-12-07",1530.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003577","2021-12-07",400.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003578","2021-12-07",900.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003579","2021-12-07",1808.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003580","2021-12-07",368.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003581","2021-12-07",870.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003582","2021-12-07",1293.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003583","2021-12-07",368.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003585","2021-12-07",11957.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003586","2021-12-07",33.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003587","2021-12-07",1572.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003589","2021-12-07",6546.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003591","2021-12-07",387.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003592","2021-12-07",1350.00,"Property Tax"
"Kuchinda","2021-12-07","12/2021-22/003593","2021-12-07",100.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003594","2021-12-07",1272.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003595","2021-12-07",22.00,"Property Tax"
"Sonepur","2021-12-07","12/2021-22/003596","2021-12-07",459.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003598","2021-12-07",477.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003599","2021-12-07",600.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003600","2021-12-07",5290.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003601","2021-12-07",11.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003609","2021-12-07",1867.00,"Property Tax"
"Chatrapur","2021-12-07","12/2021-22/003611","2021-12-07",4190.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003613","2021-12-07",112.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003614","2021-12-07",346.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003604","2021-12-07",11240.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003605","2021-12-07",444.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003606","2021-12-07",922.00,"Property Tax"
"Joda","2021-12-07","12/2021-22/003607","2021-12-07",767.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003608","2021-12-07",17.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003610","2021-12-07",513.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003615","2021-12-07",435.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003616","2021-12-07",307.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003619","2021-12-07",1734.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003622","2021-12-07",3936.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003623","2021-12-07",1702.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003624","2021-12-07",5050.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003625","2021-12-07",487.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003626","2021-12-07",165.00,"Property Tax"
"Chatrapur","2021-12-07","12/2021-22/003629","2021-12-07",154.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003630","2021-12-07",143.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003633","2021-12-07",110.00,"Property Tax"
"Balugaon","2021-12-07","12/2021-22/003641","2021-12-07",30600.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003643","2021-12-07",323.00,"Property Tax"
"Balugaon","2021-12-07","12/2021-22/003644","2021-12-07",120.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003662","2021-12-07",40.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003663","2021-12-07",19.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003664","2021-12-07",22338.00,"Property Tax"
"Angul","2021-12-07","12/2021-22/003665","2021-12-07",232.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003666","2021-12-07",576.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003667","2021-12-07",28.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003668","2021-12-07",13.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003669","2021-12-07",28.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003670","2021-12-07",11350.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003671","2021-12-07",5508.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003672","2021-12-07",11.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003673","2021-12-07",487.00,"Property Tax"
"Angul","2021-12-07","12/2021-22/003674","2021-12-07",1058.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003675","2021-12-07",735.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003676","2021-12-07",338.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003677","2021-12-07",40.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003678","2021-12-07",25.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003679","2021-12-07",1530.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003680","2021-12-07",980.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003682","2021-12-07",1308.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003684","2021-12-07",33.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003686","2021-12-07",616.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003688","2021-12-07",60.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003689","2021-12-07",982.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003691","2021-12-07",490.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003692","2021-12-07",427.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003693","2021-12-07",351.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003694","2021-12-07",429.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003696","2021-12-07",2078.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003697","2021-12-07",2078.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003698","2021-12-07",399.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003699","2021-12-07",11265.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003700","2021-12-07",1470.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003701","2021-12-07",227.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003702","2021-12-07",120.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003703","2021-12-07",1470.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003704","2021-12-07",499.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003705","2021-12-07",1323.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003706","2021-12-07",122.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003707","2021-12-07",6774.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003708","2021-12-07",980.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003709","2021-12-07",678.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003710","2021-12-07",644.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003711","2021-12-07",449.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003712","2021-12-07",616.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003713","2021-12-07",761.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003714","2021-12-07",670.00,"Property Tax"
"Soro","2021-12-07","12/2021-22/003715","2021-12-07",590.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003716","2021-12-07",443.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003717","2021-12-07",9800.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003718","2021-12-07",650.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003719","2021-12-07",719.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003720","2021-12-07",706.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003721","2021-12-07",906.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003722","2021-12-07",916.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003723","2021-12-07",990.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003724","2021-12-07",867.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003725","2021-12-07",8640.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003726","2021-12-07",603.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003727","2021-12-07",1875.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003729","2021-12-07",561.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003730","2021-12-07",1515.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003732","2021-12-07",1297.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003733","2021-12-07",929.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003734","2021-12-07",834.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003735","2021-12-07",109.00,"Property Tax"
"Rourkela","2021-12-07","12/2021-22/003736","2021-12-07",842.00,"Property Tax"
"Tarbha","2021-12-07","12/2021-22/003737","2021-12-07",165.00,"Property Tax"
"Pattamundai","2021-12-07","12/2021-22/003739","2021-12-07",150.00,"Property Tax"
"Puri","2021-12-07","12/2021-22/003751","2021-12-07",5508.00,"Property Tax"
"Khordha","2021-12-08","12/2021-22/003754","2021-12-08",908.00,"Property Tax"
"Khordha","2021-12-08","12/2021-22/003755","2021-12-08",307.00,"Property Tax"
"Khordha","2021-12-08","12/2021-22/003756","2021-12-08",1071.00,"Property Tax"
"Khordha","2021-12-08","12/2021-22/003758","2021-12-08",1064.00,"Property Tax"
"Khordha","2021-12-08","12/2021-22/003760","2021-12-08",952.00,"Property Tax"
"Puri","2021-12-08","12/2021-22/003762","2021-12-08",735.00,"Property Tax"
"Khordha","2021-12-08","12/2021-22/003764","2021-12-08",609.00,"Property Tax"
"Khordha","2021-12-08","12/2021-22/003765","2021-12-08",812.00,"Property Tax"
"Khordha","2021-12-08","12/2021-22/003766","2021-12-08",1428.00,"Property Tax"
"Rourkela","2021-12-08","12/2021-22/003768","2021-12-08",6593.00,"Property Tax"
"Puri","2021-12-08","12/2021-22/003769","2021-12-08",735.00,"Property Tax"
"Soro","2021-12-08","12/2021-22/003770","2021-12-08",261.00,"Property Tax"
"Titilagarh","2021-12-08","12/2021-22/003773","2021-12-08",192.00,"Property Tax"
"Soro","2021-12-08","12/2021-22/003774","2021-12-08",220.00,"Property Tax"
"Deogarh","2021-12-08","12/2021-22/003775","2021-12-08",6474.00,"Property Tax"
"Deogarh","2021-12-08","12/2021-22/003776","2021-12-08",1296.00,"Property Tax"
"Soro","2021-12-08","12/2021-22/003777","2021-12-08",220.00,"Property Tax"
"Soro","2021-12-08","12/2021-22/003778","2021-12-08",850.00,"Property Tax"
"Khordha","2021-12-08","12/2021-22/003779","2021-12-08",528.00,"Property Tax"
"Deogarh","2021-12-08","12/2021-22/003780","2021-12-08",508.00,"Property Tax"
"Kuchinda","2021-12-08","12/2021-22/003782","2021-12-08",560.00,"Property Tax"
"Birmitrapur","2021-12-08","12/2021-22/003783","2021-12-08",86.00,"Property Tax"
"Puri","2021-12-08","12/2021-22/003784","2021-12-08",490.00,"Property Tax"
"Soro","2021-12-08","12/2021-22/003785","2021-12-08",150.00,"Property Tax"
"Rourkela","2021-12-08","12/2021-22/003786","2021-12-08",4983.00,"Property Tax"
"Birmitrapur","2021-12-08","12/2021-22/003787","2021-12-08",23.00,"Property Tax"
"Rourkela","2021-12-08","12/2021-22/003788","2021-12-08",25044.00,"Property Tax"
"Rourkela","2021-12-08","12/2021-22/003789","2021-12-08",759.00,"Property Tax"
"Rourkela","2021-12-08","12/2021-22/003790","2021-12-08",329.00,"Property Tax"
"Soro","2021-12-08","12/2021-22/003791","2021-12-08",209.00,"Property Tax"
"Rourkela","2021-12-08","12/2021-22/003792","2021-12-08",16830.00,"Property Tax"
"Puri","2021-12-08","12/2021-22/003793","2021-12-08",1224.00,"Property Tax"
"Soro","2021-12-08","12/2021-22/003794","2021-12-08",2018.00,"Property Tax"
"Soro","2021-12-08","12/2021-22/003796","2021-12-08",550.00,"Property Tax"
"Puri","2021-12-08","12/2021-22/003797","2021-12-08",2448.00,"Property Tax"
"Rourkela","2021-12-08","12/2021-22/003798","2021-12-08",264.00,"Property Tax"
"Khordha","2021-12-08","12/2021-22/003800","2021-12-08",1413.00,"Property Tax"
"Rourkela","2021-12-08","12/2021-22/003801","2021-12-08",12661.00,"Property Tax"
"Soro","2021-12-08","12/2021-22/003802","2021-12-08",354.00,"Property Tax"
"Rourkela","2021-12-08","12/2021-22/003804","2021-12-08",25569.00,"Property Tax"
"Rourkela","2021-12-08","12/2021-22/003805","2021-12-08",4957.00,"Property Tax"
"Soro","2021-12-08","12/2021-22/003806","2021-12-08",136.00,"Property Tax"
"Soro","2021-12-08","12/2021-22/003807","2021-12-08",1683.00,"Property Tax"
"Rourkela","2021-12-08","12/2021-22/003808","2021-12-08",1188.00,"Property Tax"
"Birmitrapur","2021-12-08","12/2021-22/003809","2021-12-08",68.00,"Property Tax"
