"id","connectionno","billingperiod","meterstatus","lastreading","lastreadingdate","currentreading","currentreadingdate","consumption","createdby","lastmodifiedby","createdtime","lastmodifiedtime","tenantid"
"464d5df6-0888-45b6-9259-4a5bf2330358","WS/BMC/1543521","29/01/2022 - 26/02/2022","Working","1135","1643480999000","1158","1645882145957",NULL,"22f9b155-cac2-4d98-8d1e-52dd5367b562","22f9b155-cac2-4d98-8d1e-52dd5367b562","1645882128554","1645882128554","od.bhubaneswar"
"13949bb1-7234-4d60-aefb-c873cf8f3fbc","WS/BMC/1543571","29/01/2022 - 26/02/2022","Working","1532","1643480999000","1562","1645882207757",NULL,"22f9b155-cac2-4d98-8d1e-52dd5367b562","22f9b155-cac2-4d98-8d1e-52dd5367b562","1645882192350","1645882192350","od.bhubaneswar"
"813bb1a7-de57-4a11-8543-97a3484f4981","WS/BMC/2177442","25/08/2021 - 26/02/2022","Working","18","1629889200000","18","1645882253100",NULL,"22f9b155-cac2-4d98-8d1e-52dd5367b562","22f9b155-cac2-4d98-8d1e-52dd5367b562","1645882234418","1645882234418","od.bhubaneswar"
"67fae197-f0e3-4dec-afb6-a43bae9a0774","WS/BMC/1543586","29/01/2022 - 26/02/2022","Working","440","1643480999000","440","1645882298936",NULL,"22f9b155-cac2-4d98-8d1e-52dd5367b562","22f9b155-cac2-4d98-8d1e-52dd5367b562","1645882247199","1645882247199","od.bhubaneswar"
"added574-f183-4e16-ba70-ec8b54455b4d","WS/BMC/2177444","25/08/2021 - 26/02/2022","Working","2275","1629889200000","2275","1645882342006",NULL,"22f9b155-cac2-4d98-8d1e-52dd5367b562","22f9b155-cac2-4d98-8d1e-52dd5367b562","1645882323329","1645882323329","od.bhubaneswar"
"edfcf8d3-c563-45f7-a04e-bebd0d673054","WS/BMC/1543917","29/01/2022 - 26/02/2022","Working","1320","1643480999000","1352","1645882387701",NULL,"22f9b155-cac2-4d98-8d1e-52dd5367b562","22f9b155-cac2-4d98-8d1e-52dd5367b562","1645882369131","1645882369131","od.bhubaneswar"
"75faf9df-b2ea-4a1f-8b36-896fd25c9657","WS/BMC/1543972","29/01/2022 - 26/02/2022","Working","7197","1643480999000","7230","1645882461960",NULL,"22f9b155-cac2-4d98-8d1e-52dd5367b562","22f9b155-cac2-4d98-8d1e-52dd5367b562","1645882444620","1645882444620","od.bhubaneswar"
"54d24588-971f-4e92-b3a0-86a3ae67fca7","WS/BMC/2177446","25/08/2021 - 26/02/2022","Working","70368","1629889200000","85214","1645882519389",NULL,"22f9b155-cac2-4d98-8d1e-52dd5367b562","22f9b155-cac2-4d98-8d1e-52dd5367b562","1645882471937","1645882471937","od.bhubaneswar"
"6d30a888-d359-488e-b857-4c444e7320eb","WS/BMC/2177447","25/08/2021 - 26/02/2022","Working","1220","1629889200000","1990","1645882676304",NULL,"22f9b155-cac2-4d98-8d1e-52dd5367b562","22f9b155-cac2-4d98-8d1e-52dd5367b562","1645882662041","1645882662041","od.bhubaneswar"
"288cd425-054c-4014-a2cb-167d75c3c79f","WS/BMC/1545678","31/01/2022 - 26/02/2022","Working","4916","1643587200000","4930","1645882762708",NULL,"22f9b155-cac2-4d98-8d1e-52dd5367b562","22f9b155-cac2-4d98-8d1e-52dd5367b562","1645882711609","1645882711609","od.bhubaneswar"
