"id","consumercode","consumertype","businessservice","payer","taxperiodfrom","taxperiodto","createdby","createdtime","lastmodifiedby","lastmodifiedtime","tenantid","minimumamountpayable","status","additionaldetails","billexpirytime","ispaymentcompleted","fixedbillexpirydate","id-2","demandid","taxheadcode","taxamount","collectionamount","createdby-2","createdtime-2","lastmodifiedby-2","lastmodifiedtime-2","tenantid-2","additionaldetails-2"
"2c021f09-89b5-4a29-a78a-035b4a5a4932","WS/BMC/1518068","waterConnection","WS","785e4885-bf6c-4cc8-9de8-3f938fe2c394",1644105600000,1646956800000,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646985467648,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646985467648,"od.bhubaneswar",1.00,"ACTIVE","null",0,False,NULL,"d2e9bb8e-793c-4c80-a6bb-67df141c3fa1","2c021f09-89b5-4a29-a78a-035b4a5a4932","SW_CHARGE",50.00,0.00,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646985467648,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646985467648,"od.bhubaneswar","null"
"2c021f09-89b5-4a29-a78a-035b4a5a4932","WS/BMC/1518068","waterConnection","WS","785e4885-bf6c-4cc8-9de8-3f938fe2c394",1644105600000,1646956800000,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646985467648,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646985467648,"od.bhubaneswar",1.00,"ACTIVE","null",0,False,NULL,"7772a0c0-d084-4beb-93d4-5c128481baf8","2c021f09-89b5-4a29-a78a-035b4a5a4932","WS_CHARGE",402.04,0.00,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646985467648,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646985467648,"od.bhubaneswar","null"
"d3504ab9-1ea6-4c39-a9e0-518f105c2a41","WS/BMC/1518068","waterConnection","WS","785e4885-bf6c-4cc8-9de8-3f938fe2c394",1627795800000,1630387800000,"5c4504e7-40e9-47e9-850e-1b33e699b879",1637109403779,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646554354436,"od.bhubaneswar",0.00,"ACTIVE","null",0,True,0,"24126a9a-f10e-4603-81af-80972ec8be15","d3504ab9-1ea6-4c39-a9e0-518f105c2a41","WS_ADVANCE_CARRYFORWARD",-49.00,-49.00,"5c4504e7-40e9-47e9-850e-1b33e699b879",1637109403779,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646554354436,"od.bhubaneswar","null"
"d3504ab9-1ea6-4c39-a9e0-518f105c2a41","WS/BMC/1518068","waterConnection","WS","785e4885-bf6c-4cc8-9de8-3f938fe2c394",1627795800000,1630387800000,"5c4504e7-40e9-47e9-850e-1b33e699b879",1637109403779,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646554354436,"od.bhubaneswar",0.00,"ACTIVE","null",0,True,0,"b1be812d-960d-4fc7-bd86-1b1acfff4eb4","d3504ab9-1ea6-4c39-a9e0-518f105c2a41","WS_SPECIAL_REBATE",-5.00,-5.00,"5c4504e7-40e9-47e9-850e-1b33e699b879",1637109403779,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646554354436,"od.bhubaneswar","null"
"d3504ab9-1ea6-4c39-a9e0-518f105c2a41","WS/BMC/1518068","waterConnection","WS","785e4885-bf6c-4cc8-9de8-3f938fe2c394",1627795800000,1630387800000,"5c4504e7-40e9-47e9-850e-1b33e699b879",1637109403779,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646554354436,"od.bhubaneswar",0.00,"ACTIVE","null",0,True,0,"5d7e8633-bc53-46e5-8281-cdf8bc551ad1","d3504ab9-1ea6-4c39-a9e0-518f105c2a41","WS_CHARGE",259.00,259.00,"5c4504e7-40e9-47e9-850e-1b33e699b879",1637109403779,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646554354436,"od.bhubaneswar","null"
"4294979a-5db8-4f00-8848-f5900742ec56","WS/BMC/1518068","waterConnection","WS","785e4885-bf6c-4cc8-9de8-3f938fe2c394",1629955800000,1644105600000,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1644143148564,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646554354436,"od.bhubaneswar",1.00,"ACTIVE","null",0,True,0,"2cafd545-c1c7-4d7a-ad5e-5e951876f0c6","4294979a-5db8-4f00-8848-f5900742ec56","WS_CHARGE",1994.33,1994.33,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1644143148564,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646554354436,"od.bhubaneswar","null"
"4294979a-5db8-4f00-8848-f5900742ec56","WS/BMC/1518068","waterConnection","WS","785e4885-bf6c-4cc8-9de8-3f938fe2c394",1629955800000,1644105600000,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1644143148564,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646554354436,"od.bhubaneswar",1.00,"ACTIVE","null",0,True,0,"9b6ecf7a-08cb-462e-9f62-6123bac6ac42","4294979a-5db8-4f00-8848-f5900742ec56","WS_Round_Off",-0.33,-0.33,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1644143148564,"351a77b0-7fb9-4560-9b33-c6591fa26da9",1646554354436,"od.bhubaneswar","null"
"59fc5cf3-9d62-46b8-b2a9-72455007ca79","WS/BMC/1483089","waterConnection","WS","68a59df4-bc19-4734-a2b2-291cc637c2c0",1629716400000,1646956800000,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"od.bhubaneswar",1.00,"ACTIVE","null",0,False,NULL,"b2799928-8e77-47a2-9e59-f5ccf9c21e37","59fc5cf3-9d62-46b8-b2a9-72455007ca79","WS_Round_Off",0.45,0.00,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"od.bhubaneswar","null"
"59fc5cf3-9d62-46b8-b2a9-72455007ca79","WS/BMC/1483089","waterConnection","WS","68a59df4-bc19-4734-a2b2-291cc637c2c0",1629716400000,1646956800000,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"od.bhubaneswar",1.00,"ACTIVE","null",0,False,NULL,"9c910064-9918-478c-a099-43558c244fdd","59fc5cf3-9d62-46b8-b2a9-72455007ca79","SW_SPECIAL_REBATE",-1.00,0.00,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"od.bhubaneswar","null"
"59fc5cf3-9d62-46b8-b2a9-72455007ca79","WS/BMC/1483089","waterConnection","WS","68a59df4-bc19-4734-a2b2-291cc637c2c0",1629716400000,1646956800000,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"od.bhubaneswar",1.00,"ACTIVE","null",0,False,NULL,"59403890-1aab-4ddd-b049-705c876bdf0a","59fc5cf3-9d62-46b8-b2a9-72455007ca79","SW_ADHOC_CHARGE",50.00,0.00,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"od.bhubaneswar","null"
"59fc5cf3-9d62-46b8-b2a9-72455007ca79","WS/BMC/1483089","waterConnection","WS","68a59df4-bc19-4734-a2b2-291cc637c2c0",1629716400000,1646956800000,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"od.bhubaneswar",1.00,"ACTIVE","null",0,False,NULL,"ec9a04a3-aea4-41e1-bf09-60656950ad74","59fc5cf3-9d62-46b8-b2a9-72455007ca79","WS_SPECIAL_REBATE",-7.32,0.00,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"od.bhubaneswar","null"
"59fc5cf3-9d62-46b8-b2a9-72455007ca79","WS/BMC/1483089","waterConnection","WS","68a59df4-bc19-4734-a2b2-291cc637c2c0",1629716400000,1646956800000,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"od.bhubaneswar",1.00,"ACTIVE","null",0,False,NULL,"af5543af-272b-494c-b7ef-94559686a208","59fc5cf3-9d62-46b8-b2a9-72455007ca79","SW_CHARGE",350.00,0.00,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"cd6afe1a-285d-4a33-bd02-0e6d83be1d4b",1646999961999,"od.bhubaneswar","null"
