"id","tenantid","billdetail","glcode","orderno","accountdescription","creditamount","debitamount","isactualdemand","purpose","createdby","createddate","lastmodifiedby","lastmodifieddate","cramounttobepaid","taxheadcode","amount","adjustedamount","demanddetailid","additionaldetails"
"c4b8f30e-d4cc-406f-8809-c89f8d4b94e7","od.puri","70c53b90-0cfa-4698-8836-057c9cd3f265",NULL,0,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_CHARGE",365.01,0.00,"b756d983-bad5-40fe-8751-3fb6764084e7",NULL
"ee7c1e84-a7dd-4879-800b-de3c794543b5","od.puri","70c53b90-0cfa-4698-8836-057c9cd3f265",NULL,4,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_Round_Off",0.30,0.00,"a4f9bff2-4ed5-4536-9521-e5b2c58769a6",NULL
"d5f630c5-d7ab-4d3a-aa21-979ea4774363","od.puri","70c53b90-0cfa-4698-8836-057c9cd3f265",NULL,0,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_TIME_REBATE",-7.31,0.00,"91e43249-ab76-4d2f-aec3-94d4d7b403a3",NULL
"cc003836-774e-414a-9aa3-243a2c0f3a5b","od.puri","66c27f88-a2fb-4f7a-b672-a788bc9f287c",NULL,0,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_CHARGE",365.01,0.00,"0d3fee08-a3a1-4824-b5b5-d3322421d81d",NULL
"865e47af-1f9c-4d71-ae64-9d9d1aaa3866","od.puri","66c27f88-a2fb-4f7a-b672-a788bc9f287c",NULL,4,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_Round_Off",-0.39,0.00,"152ed55c-9734-4290-a1bd-2acbd1aedf63",NULL
"8a195e5e-8057-4f0f-9e33-d5467f187dd2","od.puri","66c27f88-a2fb-4f7a-b672-a788bc9f287c",NULL,0,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_TIME_REBATE",-7.31,0.00,"9a4219b5-c5e9-4def-8489-ef628d9e1b30",NULL
"24661891-c6e2-486b-95c0-921203eda9fa","od.puri","66c27f88-a2fb-4f7a-b672-a788bc9f287c",NULL,0,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_SPECIAL_REBATE",-7.31,0.00,"b14b1a6e-e93f-4919-bd71-091d67262caa",NULL
"32416e03-4bd9-4df2-89c8-a5a01c0f6937","od.puri","5d954440-3a1f-4e2d-961d-7259595f9ef6",NULL,0,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_CHARGE",365.01,0.00,"8b31877a-5537-46ba-bedc-ab4b6dbd1e06",NULL
"1faf9646-5c90-449a-8fe2-86b8418adf48","od.puri","5d954440-3a1f-4e2d-961d-7259595f9ef6",NULL,4,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_Round_Off",0.30,0.00,"80681dc5-d63a-40b3-92c2-3c6758ae2674",NULL
"c89cabfa-ceb4-48fe-b431-35c0bdeab65a","od.puri","5d954440-3a1f-4e2d-961d-7259595f9ef6",NULL,0,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_TIME_REBATE",-7.31,0.00,"533e4830-f8b3-4a90-9179-7773817e508f",NULL
"0f598d0a-35c3-40f1-b0e7-1daa02010acd","od.puri","be515769-55cd-4d30-aca5-badf8e30ef2a",NULL,0,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_CHARGE",365.01,0.00,"48811350-49b1-4956-9547-f68d56de5ecd",NULL
"e02985d8-c3c5-4f6e-a0d1-797780c8e900","od.puri","be515769-55cd-4d30-aca5-badf8e30ef2a",NULL,4,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_Round_Off",-0.39,0.00,"fd1d631f-4106-4029-b133-1e35f510a828",NULL
"ec8f315e-5bd1-4649-9c01-660e3fb3ddec","od.puri","be515769-55cd-4d30-aca5-badf8e30ef2a",NULL,0,NULL,NULL,NULL,NULL,NULL,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,"7a610be5-b81f-475b-ab47-92ba170ad2f1",1644559545854,NULL,"WS_TIME_REBATE",-7.31,0.00,"a102b549-00a7-47d8-8188-5e2bdcf59d3f",NULL
