"ulb","ward","propertyid","oldpropertyid","acknowldgementnumber","propertytype","usagecategory","creationreason","status","createdtime"
"Kodala","02","PT-KDL-571626",NULL,"PT-AC-KDL-2021-11-29-571653","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571627",NULL,"PT-AC-KDL-2021-11-29-571654","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571628",NULL,"PT-AC-KDL-2021-11-29-571655","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571629",NULL,"PT-AC-KDL-2021-11-29-571656","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571630",NULL,"PT-AC-KDL-2021-11-29-571657","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571631",NULL,"PT-AC-KDL-2021-11-29-571658","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571632",NULL,"PT-AC-KDL-2021-11-29-571659","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571633",NULL,"PT-AC-KDL-2021-11-29-571660","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571634",NULL,"PT-AC-KDL-2021-11-29-571661","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571635",NULL,"PT-AC-KDL-2021-11-29-571662","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571636",NULL,"PT-AC-KDL-2021-11-29-571663","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571637",NULL,"PT-AC-KDL-2021-11-29-571664","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571638",NULL,"PT-AC-KDL-2021-11-29-571665","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571639",NULL,"PT-AC-KDL-2021-11-29-571666","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571640",NULL,"PT-AC-KDL-2021-11-29-571667","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571641",NULL,"PT-AC-KDL-2021-11-29-571668","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571642",NULL,"PT-AC-KDL-2021-11-29-571669","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571643",NULL,"PT-AC-KDL-2021-11-29-571670","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571644",NULL,"PT-AC-KDL-2021-11-29-571671","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571645",NULL,"PT-AC-KDL-2021-11-29-571672","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571646",NULL,"PT-AC-KDL-2021-11-29-571673","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-29"
"Kodala","02","PT-KDL-571647",NULL,"PT-AC-KDL-2021-11-30-571674","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571648",NULL,"PT-AC-KDL-2021-11-30-571675","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571649",NULL,"PT-AC-KDL-2021-11-30-571676","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571650",NULL,"PT-AC-KDL-2021-11-30-571677","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571651",NULL,"PT-AC-KDL-2021-11-30-571678","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571652",NULL,"PT-AC-KDL-2021-11-30-571679","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571653",NULL,"PT-AC-KDL-2021-11-30-571680","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571654",NULL,"PT-AC-KDL-2021-11-30-571681","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571655",NULL,"PT-AC-KDL-2021-11-30-571682","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571656",NULL,"PT-AC-KDL-2021-11-30-571683","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571657",NULL,"PT-AC-KDL-2021-11-30-571684","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571658",NULL,"PT-AC-KDL-2021-11-30-571685","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571659",NULL,"PT-AC-KDL-2021-11-30-571686","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571660",NULL,"PT-AC-KDL-2021-11-30-571687","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571661",NULL,"PT-AC-KDL-2021-11-30-571688","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571662",NULL,"PT-AC-KDL-2021-11-30-571689","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571663",NULL,"PT-AC-KDL-2021-11-30-571690","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571664",NULL,"PT-AC-KDL-2021-11-30-571691","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571665",NULL,"PT-AC-KDL-2021-11-30-571692","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571666",NULL,"PT-AC-KDL-2021-11-30-571693","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571667",NULL,"PT-AC-KDL-2021-11-30-571694","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571668",NULL,"PT-AC-KDL-2021-11-30-571695","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571669",NULL,"PT-AC-KDL-2021-11-30-571696","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571670",NULL,"PT-AC-KDL-2021-11-30-571697","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571671",NULL,"PT-AC-KDL-2021-11-30-571698","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571672",NULL,"PT-AC-KDL-2021-11-30-571699","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571673",NULL,"PT-AC-KDL-2021-11-30-571700","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571674",NULL,"PT-AC-KDL-2021-11-30-571701","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571675",NULL,"PT-AC-KDL-2021-11-30-571702","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571676",NULL,"PT-AC-KDL-2021-11-30-571703","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571677",NULL,"PT-AC-KDL-2021-11-30-571704","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571678",NULL,"PT-AC-KDL-2021-11-30-571705","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571679",NULL,"PT-AC-KDL-2021-11-30-571706","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571680",NULL,"PT-AC-KDL-2021-11-30-571707","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571681",NULL,"PT-AC-KDL-2021-11-30-571708","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Khandapada","01","PT-KHN-571682",NULL,"PT-AC-KHN-2021-11-30-571709","Independent Property","Independent Property","CREATE","INACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571683",NULL,"PT-AC-KDL-2021-11-30-571710","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571684",NULL,"PT-AC-KDL-2021-11-30-571711","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","03","PT-KDL-571685",NULL,"PT-AC-KDL-2021-11-30-571712","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571686",NULL,"PT-AC-KDL-2021-11-30-571713","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571687",NULL,"PT-AC-KDL-2021-11-30-571714","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571688",NULL,"PT-AC-KDL-2021-11-30-571715","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571689",NULL,"PT-AC-KDL-2021-11-30-571716","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571690",NULL,"PT-AC-KDL-2021-11-30-571717","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571691",NULL,"PT-AC-KDL-2021-11-30-571718","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571692",NULL,"PT-AC-KDL-2021-11-30-571719","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571693",NULL,"PT-AC-KDL-2021-11-30-571720","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571694",NULL,"PT-AC-KDL-2021-11-30-571721","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571695",NULL,"PT-AC-KDL-2021-11-30-571722","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571696",NULL,"PT-AC-KDL-2021-11-30-571723","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-30"
"Kodala","02","PT-KDL-571697",NULL,"PT-AC-KDL-2021-12-01-571724","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571698",NULL,"PT-AC-KDL-2021-12-01-571725","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571699",NULL,"PT-AC-KDL-2021-12-01-571726","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571700",NULL,"PT-AC-KDL-2021-12-01-571727","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571701",NULL,"PT-AC-KDL-2021-12-01-571728","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571702",NULL,"PT-AC-KDL-2021-12-01-571729","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571703",NULL,"PT-AC-KDL-2021-12-01-571730","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","02","PT-KDL-571704",NULL,"PT-AC-KDL-2021-12-01-571731","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","01","PT-KDL-571705",NULL,"PT-AC-KDL-2021-12-01-571732","Shared Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kashinagar","11","PT-KSN-571706",NULL,"PT-AC-KSN-2021-12-01-571733","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-01"
"Kodala","13","PT-KDL-571707",NULL,"PT-AC-KDL-2021-12-01-571736","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-01"
"Kodala","13","PT-KDL-571708",NULL,"PT-AC-KDL-2021-12-01-571737","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-01"
"Kodala","13","PT-KDL-571709",NULL,"PT-AC-KDL-2021-12-01-571738","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-01"
"Khandapada","13","PT-KHN-571710",NULL,"PT-AC-KHN-2021-12-03-571739","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-03"
"Khandapada","06","PT-KHN-571711",NULL,"PT-AC-KHN-2021-12-03-571740","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-03"
"Khandapada","01","PT-KHN-571682",NULL,"PT-AC-KHN-2021-12-03-571741","Independent Property","Independent Property","UPDATE","ACTIVE","2021-12-03"
"Talcher","09","PT-TLC-571712",NULL,"PT-AC-TLC-2021-12-03-571742","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-03"
"Talcher","20","PT-TLC-571713",NULL,"PT-AC-TLC-2021-12-03-571743","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-03"
"Talcher","12","PT-TLC-571714",NULL,"PT-AC-TLC-2021-12-04-571744","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-04"
"Balangir","04","PT-BLR-571715",NULL,"PT-AC-BLR-2021-12-06-571747","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-06"
"Kamakhyanagar","06","PT-KMN-571716",NULL,"PT-AC-KMN-2021-12-07-571749","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2021-12-07"
"Kamakhyanagar","06","PT-KMN-571717",NULL,"PT-AC-KMN-2021-12-07-571750","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2021-12-07"
"Kamakhyanagar","06","PT-KMN-571718",NULL,"PT-AC-KMN-2021-12-07-571751","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2021-12-07"
"Pattamundai","10","PT-PTM-571720",NULL,"PT-AC-PTM-2021-12-07-571753","Independent Property","Independent Property","CREATE","INACTIVE","2021-12-07"
"Pattamundai","10","PT-PTM-571720",NULL,"PT-AC-PTM-2021-12-07-571754","Independent Property","Independent Property","UPDATE","INACTIVE","2021-12-07"
"Kamakhyanagar","02","PT-KMN-571721",NULL,"PT-AC-KMN-2021-12-08-571755","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2021-12-08"
"Pattamundai","10","PT-PTM-571720",NULL,"PT-AC-PTM-2021-12-08-571756","Independent Property","Independent Property","UPDATE","ACTIVE","2021-12-08"
"Dhenkanal","07","PT-DKN-571722",NULL,"PT-AC-DKN-2021-12-09-571758","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-09"
"Kodala","13","PT-KDL-571723",NULL,"PT-AC-KDL-2021-12-09-571760","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571724",NULL,"PT-AC-KDL-2021-12-09-571761","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571725",NULL,"PT-AC-KDL-2021-12-09-571762","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571726",NULL,"PT-AC-KDL-2021-12-09-571763","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571727",NULL,"PT-AC-KDL-2021-12-09-571764","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571728",NULL,"PT-AC-KDL-2021-12-09-571765","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571729",NULL,"PT-AC-KDL-2021-12-09-571766","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571730",NULL,"PT-AC-KDL-2021-12-09-571767","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571731",NULL,"PT-AC-KDL-2021-12-09-571768","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571732",NULL,"PT-AC-KDL-2021-12-09-571769","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571733",NULL,"PT-AC-KDL-2021-12-09-571770","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571734",NULL,"PT-AC-KDL-2021-12-09-571771","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571735",NULL,"PT-AC-KDL-2021-12-09-571772","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571736",NULL,"PT-AC-KDL-2021-12-09-571773","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571737",NULL,"PT-AC-KDL-2021-12-09-571774","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571738",NULL,"PT-AC-KDL-2021-12-09-571775","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571739",NULL,"PT-AC-KDL-2021-12-09-571776","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571740",NULL,"PT-AC-KDL-2021-12-09-571777","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-09"
"Kodala","13","PT-KDL-571741",NULL,"PT-AC-KDL-2021-12-10-571778","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571742",NULL,"PT-AC-KDL-2021-12-10-571779","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571743",NULL,"PT-AC-KDL-2021-12-10-571780","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571744",NULL,"PT-AC-KDL-2021-12-10-571781","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571745",NULL,"PT-AC-KDL-2021-12-10-571782","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571746",NULL,"PT-AC-KDL-2021-12-10-571783","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571747",NULL,"PT-AC-KDL-2021-12-10-571784","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571748",NULL,"PT-AC-KDL-2021-12-10-571785","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571749",NULL,"PT-AC-KDL-2021-12-10-571786","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571750",NULL,"PT-AC-KDL-2021-12-10-571787","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571751",NULL,"PT-AC-KDL-2021-12-10-571788","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571752",NULL,"PT-AC-KDL-2021-12-10-571789","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571753",NULL,"PT-AC-KDL-2021-12-10-571790","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571754",NULL,"PT-AC-KDL-2021-12-10-571791","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571755",NULL,"PT-AC-KDL-2021-12-10-571792","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571756",NULL,"PT-AC-KDL-2021-12-10-571793","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571757",NULL,"PT-AC-KDL-2021-12-10-571794","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571758",NULL,"PT-AC-KDL-2021-12-10-571795","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571759",NULL,"PT-AC-KDL-2021-12-10-571796","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571760",NULL,"PT-AC-KDL-2021-12-10-571797","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kesinga","07","PT-KSG-571761",NULL,"PT-AC-KSG-2021-12-10-571798","Vacant Land","Independent Property","CREATE","ACTIVE","2021-12-10"
"Kodala","13","PT-KDL-571762",NULL,"PT-AC-KDL-2021-12-10-571799","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571763",NULL,"PT-AC-KDL-2021-12-10-571800","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Chatrapur","02","PT-CHH-571764",NULL,"PT-AC-CHH-2021-12-10-571801","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2021-12-10"
"Kodala","13","PT-KDL-571765",NULL,"PT-AC-KDL-2021-12-10-571802","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571766",NULL,"PT-AC-KDL-2021-12-10-571803","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571767",NULL,"PT-AC-KDL-2021-12-10-571804","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571768",NULL,"PT-AC-KDL-2021-12-10-571805","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571769",NULL,"PT-AC-KDL-2021-12-10-571806","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571770",NULL,"PT-AC-KDL-2021-12-10-571807","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571771",NULL,"PT-AC-KDL-2021-12-10-571808","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571772",NULL,"PT-AC-KDL-2021-12-10-571809","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571773",NULL,"PT-AC-KDL-2021-12-10-571810","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571774",NULL,"PT-AC-KDL-2021-12-10-571811","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571775",NULL,"PT-AC-KDL-2021-12-10-571812","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571776",NULL,"PT-AC-KDL-2021-12-10-571813","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Kodala","13","PT-KDL-571777",NULL,"PT-AC-KDL-2021-12-10-571814","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-10"
"Deogarh","01","PT-DBG-571778",NULL,"PT-AC-DBG-2021-12-13-571815","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-13"
"Kodala","13","PT-KDL-571779",NULL,"PT-AC-KDL-2021-12-13-571816","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-13"
"Kodala","13","PT-KDL-571780",NULL,"PT-AC-KDL-2021-12-13-571817","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-13"
"Gudari","02","PT-GDR-571782",NULL,"PT-AC-GDR-2021-12-14-571821","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-14"
"Chatrapur","01","PT-CHH-571784",NULL,"PT-AC-CHH-2021-12-15-571824","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-15"
"Sundargarh","18","PT-SNG-571785",NULL,"PT-AC-SNG-2021-12-18-571825","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-18"
"Jatni","11","PT-JTN-571786",NULL,"PT-AC-JTN-2021-12-19-571826","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-12-19"
"Titilagarh","02","PT-TTG-571787",NULL,"PT-AC-TTG-2021-12-20-571830","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-20"
"Dhenkanal","10","PT-DKN-571788",NULL,"PT-AC-DKN-2021-12-20-571831","Independent Property","Non Residentials Commercial","CREATE","INACTIVE","2021-12-20"
"Titilagarh","02","PT-TTG-571789",NULL,"PT-AC-TTG-2021-12-20-571832","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-20"
"Titilagarh","02","PT-TTG-571790",NULL,"PT-AC-TTG-2021-12-20-571833","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-20"
"Titilagarh","02","PT-TTG-571791",NULL,"PT-AC-TTG-2021-12-20-571834","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-20"
"Dhenkanal","09","PT-DKN-571792",NULL,"PT-AC-DKN-2021-12-20-571835","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-20"
"Puri","04","PT-PRI-571793",NULL,"PT-AC-PRI-2021-12-21-571836","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-21"
"Titilagarh","02","PT-TTG-571794",NULL,"PT-AC-TTG-2021-12-21-571837","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-21"
"Jeypore","17","PT-JPR-571798",NULL,"PT-AC-JPR-2021-12-22-571841","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-22"
"Jeypore","06","PT-JPR-571800",NULL,"PT-AC-JPR-2021-12-23-571843","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-23"
"Titilagarh","15","PT-TTG-571801",NULL,"PT-AC-TTG-2021-12-23-571844","Shared Property","Non Residentials Commercial","CREATE","ACTIVE","2021-12-23"
"Titilagarh","11","PT-TTG-571802",NULL,"PT-AC-TTG-2021-12-23-571845","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-23"
"Cuttack","01","PT-CTC-571806",NULL,"PT-AC-CTC-2021-12-23-571849","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-12-23"
"Dhenkanal","10","PT-DKN-571788",NULL,"PT-AC-DKN-2021-12-23-571850","Independent Property","Non Residentials Commercial","UPDATE","INWORKFLOW","2021-12-23"
"Titilagarh","02","PT-TTG-571807",NULL,"PT-AC-TTG-2021-12-23-571851","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-23"
"Titilagarh","08","PT-TTG-571809",NULL,"PT-AC-TTG-2021-12-23-571853","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-23"
"Jeypore","15","PT-JPR-571812",NULL,"PT-AC-JPR-2021-12-23-571856","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-23"
"Jeypore","02","PT-JPR-571814",NULL,"PT-AC-JPR-2021-12-27-571858","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-27"
"Jeypore","21","PT-JPR-571818",NULL,"PT-AC-JPR-2021-12-29-571862","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-29"
"Jeypore","19","PT-JPR-571819",NULL,"PT-AC-JPR-2021-12-30-571863","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-30"
"Jeypore","19","PT-JPR-571820",NULL,"PT-AC-JPR-2021-12-30-571864","Independent Property","Independent Property","CREATE","ACTIVE","2021-12-30"
