"ulb","applicationno","applicationstatus","connectionno","createddate","lastmodifieddate","applicationtype","ward"
"Puri","WS_AP/PRI/2021-22/2175002","CONNECTION_ACTIVATED","WS/PRI/1836651","2022-01-20","2022-01-20","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2174730","CONNECTION_ACTIVATED","WS/PRS/2094202","2022-01-20","2022-01-20","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2174589","CONNECTION_ACTIVATED","WS/PRS/2095541","2022-01-20","2022-01-20","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2174780","CONNECTION_ACTIVATED","WS/PRS/2093774","2022-01-20","2022-01-20","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2174786","CONNECTION_ACTIVATED","WS/PRS/2093687","2022-01-20","2022-01-20","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2174812","CONNECTION_ACTIVATED","WS/PRS/2093777","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174821","CONNECTION_ACTIVATED","WS/PRS/2095004","2022-01-20","2022-01-20","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2174824","CONNECTION_ACTIVATED","WS/PRS/2094587","2022-01-20","2022-01-20","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2174827","CONNECTION_ACTIVATED","WS/PRS/2094590","2022-01-20","2022-01-20","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2174861","CONNECTION_ACTIVATED","WS/PRS/2094190","2022-01-20","2022-01-20","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2174857","CONNECTION_ACTIVATED","WS/PRS/2093667","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174865","CONNECTION_ACTIVATED","WS/PRS/2094498","2022-01-20","2022-01-20","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2174922","CONNECTION_ACTIVATED","WS/PRS/2095020","2022-01-20","2022-01-20","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2174924","CONNECTION_ACTIVATED","WS/PRS/2093679","2022-01-20","2022-01-20","Modify Connection","09"
"Banki","WS_AP/BAN/2021-22/2174950","CONNECTION_ACTIVATED","WS/BAN/1826253","2022-01-20","2022-01-20","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2174979","REJECTED","WS/PRS/2094977","2022-01-20","2022-01-21","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2175162","CONNECTION_ACTIVATED","WS/PRS/2093690","2022-01-21","2022-01-21","Modify Connection","10"
"Athagarh","WS_AP/ATH/2021-22/2175144","CONNECTION_ACTIVATED","WS/ATH/2171740","2022-01-21","2022-01-21","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2175167","CONNECTION_ACTIVATED","WS/PRS/2095332","2022-01-21","2022-01-21","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2175157","INITIATED","WS/PRS/2094981","2022-01-21","2022-01-21","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2175159","CONNECTION_ACTIVATED","WS/PRS/2095047","2022-01-21","2022-01-21","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2175165","CONNECTION_ACTIVATED","WS/PRS/2093692","2022-01-21","2022-01-21","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2175171","CONNECTION_ACTIVATED","WS/PRS/2094636","2022-01-21","2022-01-21","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2175173","CONNECTION_ACTIVATED","WS/PRS/2094215","2022-01-21","2022-01-21","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2175187","CONNECTION_ACTIVATED","WS/PRS/2095016","2022-01-21","2022-01-21","Modify Connection","06"
"Puri","WS_AP/PRI/2021-22/2175193","CONNECTION_ACTIVATED","WS/PRI/2170692","2022-01-21","2022-01-21","Ownership Change","05"
"Purushottampur","WS_AP/PRS/2021-22/2175183","CONNECTION_ACTIVATED","WS/PRS/2095014","2022-01-21","2022-01-21","Modify Connection","02"
"Puri","WS_AP/PRI/2021-22/2175202","REJECTED","WS/PRI/1829775","2022-01-21","2022-01-21","Modify Connection","15"
"Purushottampur","WS_AP/PRS/2021-22/2175199","CONNECTION_ACTIVATED","WS/PRS/2095032","2022-01-21","2022-01-21","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2175175","CONNECTION_ACTIVATED","WS/PRS/2095087","2022-01-21","2022-01-21","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2175177","CONNECTION_ACTIVATED","WS/PRS/2095090","2022-01-21","2022-01-21","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2175181","CONNECTION_ACTIVATED","WS/PRS/2095011","2022-01-21","2022-01-21","Modify Connection","07"
"Puri","WS_AP/PRI/2021-22/2175205","REJECTED","WS/PRI/1829775","2022-01-21","2022-01-22","Modify Connection","15"
"Purushottampur","WS_AP/PRS/2021-22/2175266","CONNECTION_ACTIVATED","WS/PRS/2095448","2022-01-21","2022-01-21","Modify Connection","05"
"Hinjilicut","WS_AP/HNL/2021-22/2175234","INITIATED","WS/HNL/2171769","2022-01-21","2022-01-21","Modify Connection","17"
"Purushottampur","WS_AP/PRS/2021-22/2175228","CONNECTION_ACTIVATED","WS/PRS/2093693","2022-01-21","2022-01-21","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2175248","CONNECTION_ACTIVATED","WS/PRS/2096876","2022-01-21","2022-01-21","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2175309","CONNECTION_ACTIVATED","WS/PRS/2093856","2022-01-21","2022-01-21","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2175298","CONNECTION_ACTIVATED","WS/PRS/2095452","2022-01-21","2022-01-21","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2176289","CONNECTION_ACTIVATED","WS/PRS/2093696","2022-01-24","2022-01-24","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2175322","CONNECTION_ACTIVATED","WS/PRS/2095456","2022-01-21","2022-01-21","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2175357","CONNECTION_ACTIVATED","WS/PRS/2095039","2022-01-21","2022-01-21","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2175166","CONNECTION_ACTIVATED","WS/PRS/2093716","2022-01-21","2022-01-21","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2175192","CONNECTION_ACTIVATED","WS/PRS/2095018","2022-01-21","2022-01-21","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2175331","CONNECTION_ACTIVATED","WS/PRS/2095036","2022-01-21","2022-01-21","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2175169","CONNECTION_ACTIVATED","WS/PRS/2095336","2022-01-21","2022-01-21","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2175210","CONNECTION_ACTIVATED","WS/PRS/2095034","2022-01-21","2022-01-21","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2175410","CONNECTION_ACTIVATED","WS/PRS/2095096","2022-01-21","2022-01-21","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2175218","CONNECTION_ACTIVATED","WS/PRS/2095444","2022-01-21","2022-01-21","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2175407","CONNECTION_ACTIVATED","WS/PRS/2095093","2022-01-21","2022-01-21","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2175399","CONNECTION_ACTIVATED","WS/PRS/2095055","2022-01-21","2022-01-21","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2175404","CONNECTION_ACTIVATED","WS/PRS/2095059","2022-01-21","2022-01-21","Modify Connection","07"
"Paradeep","WS_AP/PDP/2021-22/2175448","INITIATED","WS/PDP/1648024","2022-01-21","2022-01-21","Ownership Change","03"
"Purushottampur","WS_AP/PRS/2021-22/2175386","CONNECTION_ACTIVATED","WS/PRS/2094977","2022-01-21","2022-01-21","Modify Connection","05"
"Jajpur","WS_AP/JJP/2021-22/2175411","REJECTED","WS/JJP/2171839","2022-01-21","2022-01-21","Modify Connection","03"
"Jajpur","WS_AP/JJP/2021-22/2175515","REJECTED","WS/JJP/2171839","2022-01-21","2022-01-21","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2175644","CONNECTION_ACTIVATED","WS/PRS/2095102","2022-01-22","2022-01-24","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2175633","CONNECTION_ACTIVATED","WS/PRS/2095099","2022-01-22","2022-01-24","Modify Connection","07"
"Jajpur","WS_AP/JJP/2021-22/2175529","REJECTED","WS/JJP/2171839","2022-01-21","2022-01-21","Disconnection","03"
"Purushottampur","WS_AP/PRS/2021-22/2176873","CONNECTION_ACTIVATED","WS/PRS/2095358","2022-01-25","2022-01-25","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2175653","CONNECTION_ACTIVATED","WS/PRS/2095105","2022-01-22","2022-01-24","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2175715","CONNECTION_ACTIVATED","WS/PRS/2094748","2022-01-22","2022-01-24","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2175699","CONNECTION_ACTIVATED","WS/PRS/2094730","2022-01-22","2022-01-24","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2175701","CONNECTION_ACTIVATED","WS/PRS/2094740","2022-01-22","2022-01-24","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2175706","CONNECTION_ACTIVATED","WS/PRS/2094744","2022-01-22","2022-01-24","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2175710","CONNECTION_ACTIVATED","WS/PRS/2094219","2022-01-22","2022-01-24","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2175722","CONNECTION_ACTIVATED","WS/PRS/2094206","2022-01-22","2022-01-24","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2175691","CONNECTION_ACTIVATED","WS/PRS/2095068","2022-01-22","2022-01-24","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2175737","CONNECTION_ACTIVATED","WS/PRS/2094224","2022-01-22","2022-01-24","Modify Connection","13"
"Bhubaneswar","WS_AP/BMC/2021-22/2175738","INITIATED","WS/BMC/1486925","2022-01-22","2022-01-22","Modify Connection","49"
"Purushottampur","WS_AP/PRS/2021-22/2175733","CONNECTION_ACTIVATED","WS/PRS/2094734","2022-01-22","2022-01-24","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2175735","CONNECTION_ACTIVATED","WS/PRS/2095117","2022-01-22","2022-01-24","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2175736","CONNECTION_ACTIVATED","WS/PRS/2094737","2022-01-22","2022-01-24","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2175671","CONNECTION_ACTIVATED","WS/PRS/2094726","2022-01-22","2022-01-24","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2175730","CONNECTION_ACTIVATED","WS/PRS/2095108","2022-01-22","2022-01-24","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2175732","CONNECTION_ACTIVATED","WS/PRS/2095076","2022-01-22","2022-01-24","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2176938","CONNECTION_ACTIVATED","WS/PRS/2100320","2022-01-25","2022-01-25","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2175638","CONNECTION_ACTIVATED","WS/PRS/2094638","2022-01-22","2022-01-24","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2176261","CONNECTION_ACTIVATED","WS/PRS/2095110","2022-01-24","2022-01-24","Modify Connection","05"
"Rourkela","WS_AP/RRK/2021-22/2177828","CONNECTION_ACTIVATED","WS/RRK/2171230","2022-01-27","2022-01-27","Modify Connection","22"
"Purushottampur","WS_AP/PRS/2021-22/2175630","CONNECTION_ACTIVATED","WS/PRS/2094723","2022-01-22","2022-01-24","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2175688","CONNECTION_ACTIVATED","WS/PRS/2095063","2022-01-22","2022-01-24","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2176300","CONNECTION_ACTIVATED","WS/PRS/2093883","2022-01-24","2022-01-24","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2176315","CONNECTION_ACTIVATED","WS/PRS/2094932","2022-01-24","2022-01-24","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2176845","CONNECTION_ACTIVATED","WS/PRS/2095477","2022-01-25","2022-01-25","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2176307","CONNECTION_ACTIVATED","WS/PRS/2100874","2022-01-24","2022-01-24","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2176449","CONNECTION_ACTIVATED","WS/PRS/2093864","2022-01-24","2022-01-24","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2176914","CONNECTION_ACTIVATED","WS/PRS/2094232","2022-01-25","2022-01-25","Modify Connection","13"
"Aska","WS_AP/ASK/2021-22/2176478","CONNECTION_ACTIVATED","WS/ASK/2027817","2022-01-24","2022-01-24","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2176397","CONNECTION_ACTIVATED","WS/PRS/2094759","2022-01-24","2022-01-24","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2176427","CONNECTION_ACTIVATED","WS/PRS/2094944","2022-01-24","2022-01-24","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2176439","CONNECTION_ACTIVATED","WS/PRS/2093698","2022-01-24","2022-01-24","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2176742","CONNECTION_ACTIVATED","WS/PRS/2095122","2022-01-25","2022-01-25","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2176754","CONNECTION_ACTIVATED","WS/PRS/2095343","2022-01-25","2022-01-25","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2176759","CONNECTION_ACTIVATED","WS/PRS/2095431","2022-01-25","2022-01-25","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2176837","CONNECTION_ACTIVATED","WS/PRS/2094261","2022-01-25","2022-01-25","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2176910","CONNECTION_ACTIVATED","WS/PRS/2094230","2022-01-25","2022-01-25","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2176767","CONNECTION_ACTIVATED","WS/PRS/2095347","2022-01-25","2022-01-25","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2176878","CONNECTION_ACTIVATED","WS/PRS/2094264","2022-01-25","2022-01-25","Modify Connection","04"
"Puri","WS_AP/PRI/2021-22/2176976","REJECTED","WS/PRI/1951730","2022-01-25","2022-01-25","Modify Connection","30"
"Purushottampur","WS_AP/PRS/2021-22/2176966","CONNECTION_ACTIVATED","WS/PRS/2094203","2022-01-25","2022-01-25","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2176992","CONNECTION_ACTIVATED","WS/PRS/2095517","2022-01-25","2022-01-25","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2177033","CONNECTION_ACTIVATED","WS/PRS/2095350","2022-01-25","2022-01-25","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2177051","CONNECTION_ACTIVATED","WS/PRS/2093909","2022-01-25","2022-01-25","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2177055","CONNECTION_ACTIVATED","WS/PRS/2094298","2022-01-25","2022-01-25","Modify Connection","04"
"Puri","WS_AP/PRI/2021-22/2177189","REJECTED","WS/PRI/2143852","2022-01-25","2022-01-25","Modify Connection","01"
"Puri","WS_AP/PRI/2021-22/2177201","CONNECTION_ACTIVATED","WS/PRI/2143852","2022-01-25","2022-01-25","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2177846","CONNECTION_ACTIVATED","WS/PRS/2094305","2022-01-27","2022-01-27","Modify Connection","09"
"Rourkela","WS_AP/RRK/2021-22/2177885","PENDING_FOR_APPROVAL","WS/RRK/2172247","2022-01-27","2022-01-27","Modify Connection","21"
"Rourkela","WS_AP/RRK/2021-22/2177911","PENDING_FOR_APPROVAL","WS/RRK/2172256","2022-01-27","2022-01-27","Modify Connection","21"
"Bhawanipatna","WS_AP/BWP/2021-22/2177934","INITIATED","WS/BWP/2000718","2022-01-27","2022-01-27","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2177940","CONNECTION_ACTIVATED","WS/PRS/2094715","2022-01-27","2022-01-27","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2177961","CONNECTION_ACTIVATED","WS/PRS/2093914","2022-01-27","2022-01-27","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2175721","CONNECTION_ACTIVATED","WS/PRS/2094751","2022-01-22","2022-01-24","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2175727","CONNECTION_ACTIVATED","WS/PRS/2094731","2022-01-22","2022-01-24","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2176324","CONNECTION_ACTIVATED","WS/PRS/2094934","2022-01-24","2022-01-24","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2176339","CONNECTION_ACTIVATED","WS/PRS/2094936","2022-01-24","2022-01-24","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2176354","CONNECTION_ACTIVATED","WS/PRS/2094938","2022-01-24","2022-01-24","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2176363","CONNECTION_ACTIVATED","WS/PRS/2094919","2022-01-24","2022-01-24","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2176377","CONNECTION_ACTIVATED","WS/PRS/2101201","2022-01-24","2022-01-24","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2176382","CONNECTION_ACTIVATED","WS/PRS/2097040","2022-01-24","2022-01-24","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2176388","CONNECTION_ACTIVATED","WS/PRS/2094754","2022-01-24","2022-01-24","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2176409","CONNECTION_ACTIVATED","WS/PRS/2094763","2022-01-24","2022-01-24","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2176417","CONNECTION_ACTIVATED","WS/PRS/2094908","2022-01-24","2022-01-24","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2176422","CONNECTION_ACTIVATED","WS/PRS/2094911","2022-01-24","2022-01-24","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2176434","CONNECTION_ACTIVATED","WS/PRS/2100314","2022-01-24","2022-01-24","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2176453","CONNECTION_ACTIVATED","WS/PRS/2095118","2022-01-24","2022-01-24","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2176464","CONNECTION_ACTIVATED","WS/PRS/2095120","2022-01-24","2022-01-24","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2176403","CONNECTION_ACTIVATED","WS/PRS/2093859","2022-01-24","2022-01-24","Modify Connection","04"
"Puri","WS_AP/PRI/2021-22/2176985","CONNECTION_ACTIVATED","WS/PRI/1951730","2022-01-25","2022-01-25","Modify Connection","30"
"Purushottampur","WS_AP/PRS/2021-22/2176744","CONNECTION_ACTIVATED","WS/PRS/2095429","2022-01-25","2022-01-25","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2176749","CONNECTION_ACTIVATED","WS/PRS/2095341","2022-01-25","2022-01-25","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2176776","CONNECTION_ACTIVATED","WS/PRS/2095436","2022-01-25","2022-01-25","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2176784","CONNECTION_ACTIVATED","WS/PRS/2095486","2022-01-25","2022-01-25","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2176804","CONNECTION_ACTIVATED","WS/PRS/2094927","2022-01-25","2022-01-25","Modify Connection","06"
"Purushottampur","WS_AP/PRS/2021-22/2176813","CONNECTION_ACTIVATED","WS/PRS/2094950","2022-01-25","2022-01-25","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2176817","CONNECTION_ACTIVATED","WS/PRS/2093699","2022-01-25","2022-01-25","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2177036","CONNECTION_ACTIVATED","WS/PRS/2094273","2022-01-25","2022-01-25","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2176854","CONNECTION_ACTIVATED","WS/PRS/2094976","2022-01-25","2022-01-25","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2176863","CONNECTION_ACTIVATED","WS/PRS/2095507","2022-01-25","2022-01-25","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2176923","CONNECTION_ACTIVATED","WS/PRS/2093872","2022-01-25","2022-01-25","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2176889","CONNECTION_ACTIVATED","WS/PRS/2095546","2022-01-25","2022-01-25","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2176897","CONNECTION_ACTIVATED","WS/PRS/2094226","2022-01-25","2022-01-25","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2176950","CONNECTION_ACTIVATED","WS/PRS/2094249","2022-01-25","2022-01-25","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2176829","CONNECTION_ACTIVATED","WS/PRS/2093868","2022-01-25","2022-01-25","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2176983","CONNECTION_ACTIVATED","WS/PRS/2095516","2022-01-25","2022-01-25","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2177005","CONNECTION_ACTIVATED","WS/PRS/2095521","2022-01-25","2022-01-25","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2177012","CONNECTION_ACTIVATED","WS/PRS/2094267","2022-01-25","2022-01-25","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2177017","CONNECTION_ACTIVATED","WS/PRS/2094556","2022-01-25","2022-01-25","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2177028","CONNECTION_ACTIVATED","WS/PRS/2093876","2022-01-25","2022-01-25","Modify Connection","02"
"Cuttack","WS_AP/CTC/2021-22/2177043","CONNECTION_ACTIVATED","WS/CTC/1960684","2022-01-25","2022-01-25","Modify Connection","01"
"Puri","WS_AP/PRI/2021-22/2177053","INITIATED","WS/PRI/1952246","2022-01-25","2022-01-25","Modify Connection","30"
"Puri","WS_AP/PRI/2021-22/2177056","INITIATED","WS/PRI/1951719","2022-01-25","2022-01-25","Modify Connection","30"
"Purushottampur","WS_AP/PRS/2021-22/2177025","CONNECTION_ACTIVATED","WS/PRS/2094270","2022-01-25","2022-01-25","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2177058","CONNECTION_ACTIVATED","WS/PRS/2094302","2022-01-25","2022-01-25","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2177832","CONNECTION_ACTIVATED","WS/PRS/2093913","2022-01-27","2022-01-27","Modify Connection","09"
"Rourkela","WS_AP/RRK/2021-22/2177877","CONNECTION_ACTIVATED","WS/RRK/2171242","2022-01-27","2022-01-27","Modify Connection","20"
"Rourkela","WS_AP/RRK/2021-22/2177900","CONNECTION_ACTIVATED","WS/RRK/2171259","2022-01-27","2022-01-27","Modify Connection","20"
"Purushottampur","WS_AP/PRS/2021-22/2177982","CONNECTION_ACTIVATED","WS/PRS/2095536","2022-01-27","2022-01-27","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2177987","CONNECTION_ACTIVATED","WS/PRS/2094314","2022-01-27","2022-01-27","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2177993","CONNECTION_ACTIVATED","WS/PRS/2093917","2022-01-27","2022-01-27","Modify Connection","04"
"Kamakhyanagar","WS_AP/KMN/2021-22/2178043","CONNECTION_ACTIVATED","WS/KMN/2172291","2022-01-27","2022-01-27","Modify Connection","12"
"Cuttack","WS_AP/CTC/2021-22/2178039","CONNECTION_ACTIVATED","WS/CTC/1973259","2022-01-27","2022-01-27","Modify Connection","50"
"Purushottampur","WS_AP/PRS/2021-22/2178051","CONNECTION_ACTIVATED","WS/PRS/2094065","2022-01-27","2022-01-27","Modify Connection","09"
"Puri","WS_AP/PRI/2021-22/2179152","INITIATED","WS/PRI/1839070","2022-01-28","2022-01-28","Modify Connection","21"
"Puri","WS_AP/PRI/2021-22/2177974","CONNECTION_ACTIVATED","WS/PRI/1950373","2022-01-27","2022-01-27","Modify Connection","30"
"Puri","WS_AP/PRI/2021-22/2177989","INITIATED","WS/PRI/1951577","2022-01-27","2022-01-27","Modify Connection","30"
"Purushottampur","WS_AP/PRS/2021-22/2178004","CONNECTION_ACTIVATED","WS/PRS/2094059","2022-01-27","2022-01-27","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2178017","CONNECTION_ACTIVATED","WS/PRS/2094320","2022-01-27","2022-01-27","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2177859","CONNECTION_ACTIVATED","WS/PRS/2095434","2022-01-27","2022-01-27","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2178057","CONNECTION_ACTIVATED","WS/PRS/2094324","2022-01-27","2022-01-27","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2178065","CONNECTION_ACTIVATED","WS/PRS/2093836","2022-01-27","2022-01-27","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2178073","CONNECTION_ACTIVATED","WS/PRS/2094256","2022-01-27","2022-01-27","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2178098","CONNECTION_ACTIVATED","WS/PRS/2094930","2022-01-27","2022-01-27","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2177968","CONNECTION_ACTIVATED","WS/PRS/2094310","2022-01-27","2022-01-27","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2178085","CONNECTION_ACTIVATED","WS/PRS/2094929","2022-01-27","2022-01-27","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2178027","CONNECTION_ACTIVATED","WS/PRS/2094062","2022-01-27","2022-01-27","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2178107","CONNECTION_ACTIVATED","WS/PRS/2094958","2022-01-27","2022-01-27","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2178124","CONNECTION_ACTIVATED","WS/PRS/2094963","2022-01-27","2022-01-27","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2178129","CONNECTION_ACTIVATED","WS/PRS/2094332","2022-01-27","2022-01-27","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2178046","CONNECTION_ACTIVATED","WS/PRS/2094939","2022-01-27","2022-01-27","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2178142","CONNECTION_ACTIVATED","WS/PRS/2100942","2022-01-27","2022-01-27","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2178150","CONNECTION_ACTIVATED","WS/PRS/2095374","2022-01-27","2022-01-27","Modify Connection","07"
