"ulb","applicationno","applicationstatus","connectionno","createddate","lastmodifieddate","applicationtype","ward"
"Purushottampur","WS_AP/PRS/2021-22/2172876","CONNECTION_ACTIVATED","WS/PRS/2094712","2022-01-15","2022-01-15","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2172881","CONNECTION_ACTIVATED","WS/PRS/2095023","2022-01-15","2022-01-15","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2172890","CONNECTION_ACTIVATED","WS/PRS/2095553","2022-01-15","2022-01-15","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2172878","CONNECTION_ACTIVATED","WS/PRS/2095524","2022-01-15","2022-01-15","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2172886","CONNECTION_ACTIVATED","WS/PRS/2094567","2022-01-15","2022-01-15","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2172888","CONNECTION_ACTIVATED","WS/PRS/2094579","2022-01-15","2022-01-15","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2172891","CONNECTION_ACTIVATED","WS/PRS/2094989","2022-01-15","2022-01-15","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2172894","CONNECTION_ACTIVATED","WS/PRS/2094649","2022-01-15","2022-01-15","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2172896","CONNECTION_ACTIVATED","WS/PRS/2094191","2022-01-15","2022-01-15","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2172897","CONNECTION_ACTIVATED","WS/PRS/2094651","2022-01-15","2022-01-15","Modify Connection","11"
"Cuttack","WS_AP/CTC/2021-22/2172904","CONNECTION_ACTIVATED","WS/CTC/1749390","2022-01-15","2022-01-15","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2173047","INITIATED","WS/PRS/2094183","2022-01-17","2022-01-17","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2173059","INITIATED","WS/PRS/2100621","2022-01-17","2022-01-17","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2173037","PENDING_FOR_APPROVAL","WS/PRS/2096212","2022-01-17","2022-01-17","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2173043","CONNECTION_ACTIVATED","WS/PRS/2095387","2022-01-17","2022-01-17","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2173155","REJECTED","WS/PRS/2095528","2022-01-17","2022-01-19","Modify Connection","02"
"Cuttack","WS_AP/CTC/2021-22/2173169","INITIATED","WS/CTC/1750271","2022-01-17","2022-01-17","Modify Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2173162","CONNECTION_ACTIVATED","WS/SMB/1911688","2022-01-17","2022-01-17","Modify Connection","26"
"Purushottampur","WS_AP/PRS/2021-22/2173112","INITIATED","WS/PRS/2094181","2022-01-17","2022-01-17","Modify Connection","13"
"Cuttack","WS_AP/CTC/2021-22/2173171","INITIATED","WS/CTC/1750271","2022-01-17","2022-01-17","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2173035","REJECTED","WS/PRS/2094281","2022-01-17","2022-01-17","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2174600","CONNECTION_ACTIVATED","WS/PRS/2094510","2022-01-20","2022-01-20","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2173036","PENDING_FOR_APPROVAL","WS/PRS/2095391","2022-01-17","2022-01-17","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2173226","REJECTED","WS/PRS/2095147","2022-01-18","2022-01-19","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2173228","REJECTED","WS/PRS/2094194","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173225","REJECTED","WS/PRS/2095027","2022-01-18","2022-01-19","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2173229","REJECTED","WS/PRS/2095124","2022-01-18","2022-01-19","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2173224","REJECTED","WS/PRS/2095132","2022-01-18","2022-01-19","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2173227","REJECTED","WS/PRS/2094194","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173231","REJECTED","WS/PRS/2094656","2022-01-18","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2173232","REJECTED","WS/PRS/2094992","2022-01-18","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2173233","REJECTED","WS/PRS/2094624","2022-01-18","2022-01-19","Modify Connection","13"
"Puri","WS_AP/PRI/2021-22/2173950","INITIATED","WS/PRI/1951593","2022-01-19","2022-01-19","Modify Connection","30"
"Purushottampur","WS_AP/PRS/2021-22/2173240","REJECTED","WS/PRS/2095125","2022-01-18","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2173242","REJECTED","WS/PRS/2094283","2022-01-18","2022-01-19","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2173237","REJECTED","WS/PRS/2094570","2022-01-18","2022-01-19","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2173246","REJECTED","WS/PRS/2093724","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173249","REJECTED","WS/PRS/2094289","2022-01-18","2022-01-19","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2173265","REJECTED","WS/PRS/2095052","2022-01-18","2022-01-19","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2173260","REJECTED","WS/PRS/2094998","2022-01-18","2022-01-19","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2173276","REJECTED","WS/PRS/2094506","2022-01-18","2022-01-19","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2173274","REJECTED","WS/PRS/2095483","2022-01-18","2022-01-19","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2173281","REJECTED","WS/PRS/2093727","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173285","REJECTED","WS/PRS/2093729","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173291","REJECTED","WS/PRS/2095395","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173367","REJECTED","WS/PRS/2093760","2022-01-18","2022-01-19","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2173298","REJECTED","WS/PRS/2094508","2022-01-18","2022-01-19","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2173302","REJECTED","WS/PRS/2094510","2022-01-18","2022-01-19","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2173305","REJECTED","WS/PRS/2095466","2022-01-18","2022-01-19","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2173315","REJECTED","WS/PRS/2093738","2022-01-18","2022-01-19","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2173327","REJECTED","WS/PRS/2095155","2022-01-18","2022-01-19","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2173336","REJECTED","WS/PRS/2093733","2022-01-18","2022-01-19","Modify Connection","09"
"Aska","WS_AP/ASK/2021-22/2173340","CONNECTION_ACTIVATED","WS/ASK/2020343","2022-01-18","2022-01-18","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2173348","REJECTED","WS/PRS/2095158","2022-01-18","2022-01-19","Modify Connection","10"
"Sambalpur","WS_AP/SMB/2021-22/2173361","CONNECTION_ACTIVATED","WS/SMB/1925138","2022-01-18","2022-01-18","Modify Connection","15"
"Purushottampur","WS_AP/PRS/2021-22/2173355","REJECTED","WS/PRS/2093683","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173395","REJECTED","WS/PRS/2094199","2022-01-18","2022-01-19","Modify Connection","08"
"Sambalpur","WS_AP/SMB/2021-22/2173380","INITIATED","WS/SMB/1919659","2022-01-18","2022-01-18","Modify Connection","26"
"Sambalpur","WS_AP/SMB/2021-22/2173403","INITIATED","WS/SMB/1892025","2022-01-18","2022-01-18","Modify Connection","01"
"Sambalpur","WS_AP/SMB/2021-22/2173389","INITIATED","WS/SMB/1896733","2022-01-18","2022-01-18","Modify Connection","25"
"Purushottampur","WS_AP/PRS/2021-22/2173384","REJECTED","WS/PRS/2093764","2022-01-18","2022-01-19","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2173390","REJECTED","WS/PRS/2094583","2022-01-18","2022-01-19","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2173398","REJECTED","WS/PRS/2095020","2022-01-18","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2173534","REJECTED","WS/PRS/2094244","2022-01-18","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2173453","REJECTED","WS/PRS/2095416","2022-01-18","2022-01-19","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2173458","REJECTED","WS/PRS/2094925","2022-01-18","2022-01-19","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2173461","REJECTED","WS/PRS/2094139","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173466","REJECTED","WS/PRS/2095328","2022-01-18","2022-01-19","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2173470","REJECTED","WS/PRS/2093774","2022-01-18","2022-01-19","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2173472","REJECTED","WS/PRS/2093687","2022-01-18","2022-01-19","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2173475","REJECTED","WS/PRS/2094586","2022-01-18","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2173483","REJECTED","WS/PRS/2102186","2022-01-18","2022-01-19","Modify Connection","01"
"Bhubaneswar","WS_AP/BMC/2021-22/2173611","INITIATED","WS/BMC/1499520","2022-01-18","2022-01-18","Modify Connection","66"
"Purushottampur","WS_AP/PRS/2021-22/2173486","REJECTED","WS/PRS/2093779","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173497","REJECTED","WS/PRS/2095004","2022-01-18","2022-01-19","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2173512","REJECTED","WS/PRS/2093701","2022-01-18","2022-01-19","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2173514","REJECTED","WS/PRS/2093703","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173527","REJECTED","WS/PRS/2094986","2022-01-18","2022-01-19","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2173521","REJECTED","WS/PRS/2094983","2022-01-18","2022-01-19","Modify Connection","12"
"Aska","WS_AP/ASK/2021-22/2173518","CONNECTION_ACTIVATED","WS/ASK/2034088","2022-01-18","2022-01-18","Modify Connection","11"
"Aska","WS_AP/ASK/2021-22/2173533","CONNECTION_ACTIVATED","WS/ASK/2023712","2022-01-18","2022-01-18","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2173781","CONNECTION_ACTIVATED","WS/PRS/2100344","2022-01-19","2022-01-19","Modify Connection","10"
"Athagarh","WS_AP/ATH/2021-22/2174253","INITIATED","WS/ATH/2170708","2022-01-19","2022-01-19","Modify Connection","18"
"Purushottampur","WS_AP/PRS/2021-22/2173239","REJECTED","WS/PRS/2095441","2022-01-18","2022-01-19","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2173253","REJECTED","WS/PRS/2095006","2022-01-18","2022-01-19","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2173256","REJECTED","WS/PRS/2094522","2022-01-18","2022-01-19","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2174045","CONNECTION_ACTIVATED","WS/PRS/2094291","2022-01-19","2022-01-19","Modify Connection","03"
"Puri","WS_AP/PRI/2021-22/2173923","REJECTED","WS/PRI/1951621","2022-01-19","2022-01-19","Modify Connection","30"
"Purushottampur","WS_AP/PRS/2021-22/2173973","CONNECTION_ACTIVATED","WS/PRS/2095029","2022-01-19","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2173295","REJECTED","WS/PRS/2095541","2022-01-18","2022-01-19","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2173986","CONNECTION_ACTIVATED","WS/PRS/2094701","2022-01-19","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2173310","REJECTED","WS/PRS/2093735","2022-01-18","2022-01-19","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2173998","CONNECTION_ACTIVATED","WS/PRS/2093709","2022-01-19","2022-01-19","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2173321","REJECTED","WS/PRS/2095150","2022-01-18","2022-01-19","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2174009","CONNECTION_ACTIVATED","WS/PRS/2093669","2022-01-19","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174018","CONNECTION_ACTIVATED","WS/PRS/2093840","2022-01-19","2022-01-19","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2174025","CONNECTION_ACTIVATED","WS/PRS/2093844","2022-01-19","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174040","CONNECTION_ACTIVATED","WS/PRS/2093848","2022-01-19","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2174059","CONNECTION_ACTIVATED","WS/PRS/2093714","2022-01-19","2022-01-19","Modify Connection","09"
"Athagarh","WS_AP/ATH/2021-22/2174077","CONNECTION_ACTIVATED","WS/ATH/2170708","2022-01-19","2022-01-19","Modify Connection","18"
"Purushottampur","WS_AP/PRS/2021-22/2174086","CONNECTION_ACTIVATED","WS/PRS/2094186","2022-01-19","2022-01-19","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2173468","REJECTED","WS/PRS/2093647","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173456","REJECTED","WS/PRS/2094202","2022-01-18","2022-01-19","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2173463","REJECTED","WS/PRS/2093685","2022-01-18","2022-01-19","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2173478","REJECTED","WS/PRS/2093777","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174065","CONNECTION_ACTIVATED","WS/PRS/2093888","2022-01-19","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2174051","CONNECTION_ACTIVATED","WS/PRS/2093851","2022-01-19","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174094","CONNECTION_ACTIVATED","WS/PRS/2094294","2022-01-19","2022-01-19","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2173797","CONNECTION_ACTIVATED","WS/PRS/2095112","2022-01-19","2022-01-19","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2174105","CONNECTION_ACTIVATED","WS/PRS/2094514","2022-01-19","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174098","CONNECTION_ACTIVATED","WS/PRS/2095152","2022-01-19","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173980","CONNECTION_ACTIVATED","WS/PRS/2093707","2022-01-19","2022-01-19","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2174102","CONNECTION_ACTIVATED","WS/PRS/2094188","2022-01-19","2022-01-19","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2173544","REJECTED","WS/PRS/2093667","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173539","REJECTED","WS/PRS/2093705","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173516","REJECTED","WS/PRS/2095408","2022-01-18","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2173504","REJECTED","WS/PRS/2094587","2022-01-18","2022-01-19","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2173230","REJECTED","WS/PRS/2094654","2022-01-18","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2173778","CONNECTION_ACTIVATED","WS/PRS/2095480","2022-01-19","2022-01-19","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2174154","CONNECTION_ACTIVATED","WS/PRS/2095027","2022-01-19","2022-01-19","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2174146","CONNECTION_ACTIVATED","WS/PRS/2095132","2022-01-19","2022-01-19","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2173451","REJECTED","WS/PRS/2095114","2022-01-18","2022-01-19","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2174173","CONNECTION_ACTIVATED","WS/PRS/2094194","2022-01-19","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174184","CONNECTION_ACTIVATED","WS/PRS/2095124","2022-01-19","2022-01-19","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174198","CONNECTION_ACTIVATED","WS/PRS/2094654","2022-01-19","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2174231","CONNECTION_ACTIVATED","WS/PRS/2094992","2022-01-19","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2174241","CONNECTION_ACTIVATED","WS/PRS/2094570","2022-01-19","2022-01-19","Modify Connection","14"
"Purushottampur","WS_AP/PRS/2021-22/2174221","CONNECTION_ACTIVATED","WS/PRS/2094656","2022-01-19","2022-01-19","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2174165","CONNECTION_ACTIVATED","WS/PRS/2095147","2022-01-19","2022-01-19","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2174261","CONNECTION_ACTIVATED","WS/PRS/2095441","2022-01-19","2022-01-19","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2174275","CONNECTION_ACTIVATED","WS/PRS/2095125","2022-01-19","2022-01-19","Modify Connection","11"
"Rayagada","WS_AP/RYG/2021-22/2174300","PENDING_FOR_APPROVAL","WS/RYG/2171639","2022-01-19","2022-01-19","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2174928","CONNECTION_ACTIVATED","WS/PRS/2094212","2022-01-20","2022-01-20","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2174530","CONNECTION_ACTIVATED","WS/PRS/2094283","2022-01-20","2022-01-20","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2174540","CONNECTION_ACTIVATED","WS/PRS/2094289","2022-01-20","2022-01-20","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2174544","CONNECTION_ACTIVATED","WS/PRS/2095006","2022-01-20","2022-01-20","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2174548","CONNECTION_ACTIVATED","WS/PRS/2094522","2022-01-20","2022-01-20","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2174567","CONNECTION_ACTIVATED","WS/PRS/2095483","2022-01-20","2022-01-20","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2174772","CONNECTION_ACTIVATED","WS/PRS/2093647","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174571","CONNECTION_ACTIVATED","WS/PRS/2094506","2022-01-20","2022-01-20","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2174576","CONNECTION_ACTIVATED","WS/PRS/2093727","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174584","CONNECTION_ACTIVATED","WS/PRS/2095395","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174597","CONNECTION_ACTIVATED","WS/PRS/2094508","2022-01-20","2022-01-20","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2174606","CONNECTION_ACTIVATED","WS/PRS/2095466","2022-01-20","2022-01-20","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2174609","CONNECTION_ACTIVATED","WS/PRS/2093735","2022-01-20","2022-01-20","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2174616","CONNECTION_ACTIVATED","WS/PRS/2093738","2022-01-20","2022-01-20","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2174622","CONNECTION_ACTIVATED","WS/PRS/2095150","2022-01-20","2022-01-20","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2174624","CONNECTION_ACTIVATED","WS/PRS/2095155","2022-01-20","2022-01-20","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2174536","CONNECTION_ACTIVATED","WS/PRS/2093724","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174555","CONNECTION_ACTIVATED","WS/PRS/2094998","2022-01-20","2022-01-20","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2174564","CONNECTION_ACTIVATED","WS/PRS/2095052","2022-01-20","2022-01-20","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2174640","CONNECTION_ACTIVATED","WS/PRS/2093733","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174648","REJECTED","WS/PRS/2095158","2022-01-20","2022-01-20","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2174661","CONNECTION_ACTIVATED","WS/PRS/2093760","2022-01-20","2022-01-20","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2174653","CONNECTION_ACTIVATED","WS/PRS/2093683","2022-01-20","2022-01-20","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2174578","CONNECTION_ACTIVATED","WS/PRS/2093729","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174669","CONNECTION_ACTIVATED","WS/PRS/2093764","2022-01-20","2022-01-20","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2174673","CONNECTION_ACTIVATED","WS/PRS/2094583","2022-01-20","2022-01-20","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2174679","CONNECTION_ACTIVATED","WS/PRS/2094199","2022-01-20","2022-01-20","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2174690","CONNECTION_ACTIVATED","WS/PRS/2095020","2022-01-20","2022-01-20","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2174747","CONNECTION_ACTIVATED","WS/PRS/2094139","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174754","CONNECTION_ACTIVATED","WS/PRS/2093685","2022-01-20","2022-01-20","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2174767","CONNECTION_ACTIVATED","WS/PRS/2095328","2022-01-20","2022-01-20","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2174704","CONNECTION_ACTIVATED","WS/PRS/2095114","2022-01-20","2022-01-20","Modify Connection","08"
"Purushottampur","WS_AP/PRS/2021-22/2174719","CONNECTION_ACTIVATED","WS/PRS/2095416","2022-01-20","2022-01-20","Modify Connection","07"
"Purushottampur","WS_AP/PRS/2021-22/2174740","CONNECTION_ACTIVATED","WS/PRS/2094925","2022-01-20","2022-01-20","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2174759","CONNECTION_ACTIVATED","WS/PRS/2102186","2022-01-20","2022-01-20","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2174794","CONNECTION_ACTIVATED","WS/PRS/2094586","2022-01-20","2022-01-20","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2174829","CONNECTION_ACTIVATED","WS/PRS/2093701","2022-01-20","2022-01-20","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2174838","CONNECTION_ACTIVATED","WS/PRS/2093703","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174841","CONNECTION_ACTIVATED","WS/PRS/2095408","2022-01-20","2022-01-20","Modify Connection","03"
"Purushottampur","WS_AP/PRS/2021-22/2174843","CONNECTION_ACTIVATED","WS/PRS/2094983","2022-01-20","2022-01-20","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2174846","CONNECTION_ACTIVATED","WS/PRS/2094986","2022-01-20","2022-01-20","Modify Connection","12"
"Purushottampur","WS_AP/PRS/2021-22/2174850","CONNECTION_ACTIVATED","WS/PRS/2094244","2022-01-20","2022-01-20","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2174854","CONNECTION_ACTIVATED","WS/PRS/2093705","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174817","CONNECTION_ACTIVATED","WS/PRS/2093779","2022-01-20","2022-01-20","Modify Connection","09"
"Purushottampur","WS_AP/PRS/2021-22/2174867","CONNECTION_ACTIVATED","WS/PRS/2101065","2022-01-20","2022-01-20","Modify Connection","01"
"Purushottampur","WS_AP/PRS/2021-22/2174874","CONNECTION_ACTIVATED","WS/PRS/2094627","2022-01-20","2022-01-20","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2174880","CONNECTION_ACTIVATED","WS/PRS/2094592","2022-01-20","2022-01-20","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2174916","CONNECTION_ACTIVATED","WS/PRS/2094630","2022-01-20","2022-01-20","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2174911","CONNECTION_ACTIVATED","WS/PRS/2094209","2022-01-20","2022-01-20","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2174930","CONNECTION_ACTIVATED","WS/PRS/2095049","2022-01-20","2022-01-20","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2174946","CONNECTION_ACTIVATED","WS/PRS/2095420","2022-01-20","2022-01-20","Modify Connection","11"
"Purushottampur","WS_AP/PRS/2021-22/2174954","CONNECTION_ACTIVATED","WS/PRS/2095500","2022-01-20","2022-01-20","Modify Connection","02"
"Banki","WS_AP/BAN/2021-22/2174966","CONNECTION_ACTIVATED","WS/BAN/1833742","2022-01-20","2022-01-20","Modify Connection","05"
"Purushottampur","WS_AP/PRS/2021-22/2174969","CONNECTION_ACTIVATED","WS/PRS/2094502","2022-01-20","2022-01-20","Modify Connection","04"
"Purushottampur","WS_AP/PRS/2021-22/2174962","CONNECTION_ACTIVATED","WS/PRS/2093681","2022-01-20","2022-01-20","Modify Connection","02"
"Purushottampur","WS_AP/PRS/2021-22/2174937","CONNECTION_ACTIVATED","WS/PRS/2094500","2022-01-20","2022-01-20","Modify Connection","10"
"Purushottampur","WS_AP/PRS/2021-22/2174973","CONNECTION_ACTIVATED","WS/PRS/2094633","2022-01-20","2022-01-20","Modify Connection","13"
"Purushottampur","WS_AP/PRS/2021-22/2174976","CONNECTION_ACTIVATED","WS/PRS/2095510","2022-01-20","2022-01-20","Modify Connection","07"
